delta,pctl
-9.024776,50.0987
-9.025311,50.09923
-9.028245,50.09977
-9.031713,50.10244
-9.03358,50.1027
-9.034113,50.1043
-9.034914,50.11124
-9.036247,50.11177
-9.036514,50.11204
-9.038115,50.11337
-9.038915,50.11364
-9.041849,50.11444
-9.042116,50.11524
-9.042649,50.11551
-9.042916,50.11577
-9.043183,50.11604
-9.043716,50.11631
-9.04425,50.11657
-9.045851,50.11684
-9.046118,50.11711
-9.048785,50.11791
-9.049585,50.11817
-9.049852,50.11898
-9.050653,50.11924
-9.051186,50.11978
-9.05252,50.12164
-9.052787,50.12218
-9.053854,50.12271
-9.05412,50.12324
-9.054654,50.12618
-9.055187,50.12698
-9.055987,50.12938
-9.056254,50.12965
-9.057055,50.12991
-9.057322,50.13018
-9.057589,50.13178
-9.059989,50.13205
-9.060256,50.13498
-9.061056,50.13525
-9.061856,50.13578
-9.06319,50.13605
-9.063457,50.13738
-9.063991,50.13792
-9.064258,50.14218
-9.065591,50.14245
-9.07146,50.14352
-9.071727,50.14378
-9.071993,50.14405
-9.072527,50.14432
-9.073327,50.14485
-9.073594,50.14752
-9.074661,50.14832
-9.075461,50.14859
-9.075728,50.14885
-9.075994,50.14912
-9.076529,50.14965
-9.077329,50.14992
-9.078129,50.15019
-9.078396,50.15045
-9.078662,50.15072
-9.078929,50.15125
-9.079463,50.15259
-9.079729,50.15285
-9.080263,50.15419
-9.081063,50.16593
-9.08133,50.16619
-9.081863,50.18513
-9.084798,50.18567
-9.085331,50.18593
-9.088265,50.19073
-9.088532,50.19127
-9.090667,50.19153
-9.090934,50.1918
-9.092,50.19233
-9.092801,50.19313
-9.093334,50.19607
-9.093867,50.19634
-9.094934,50.1966
-9.095469,50.1974
-9.099736,50.19767
-9.100536,50.19794
-9.100803,50.19927
-9.102404,50.19954
-9.102938,50.2014
-9.103738,50.20274
-9.105605,50.20354
-9.106672,50.20381
-9.107205,50.20407
-9.108273,50.20461
-9.10854,50.20514
-9.108807,50.20727
-9.109073,50.20781
-9.110407,50.20807
-9.112541,50.20834
-9.113074,50.21021
-9.114942,50.21047
-9.115209,50.21101
-9.115742,50.21794
-9.116276,50.21821
-9.11921,50.21848
-9.121078,50.21928
-9.122678,50.22488
-9.122945,50.22835
-9.123211,50.22861
-9.126946,50.23395
-9.127213,50.23448
-9.12828,50.23715
-9.128814,50.23795
-9.131214,50.23822
-9.131481,50.23848
-9.132548,50.23875
-9.132814,50.23902
-9.133615,50.23928
-9.135216,50.23982
-9.135483,50.24008
-9.137616,50.24515
-9.138683,50.24542
-9.141085,50.24569
-9.142952,50.24729
-9.143485,50.24782
-9.145085,50.24889
-9.145619,50.24995
-9.14722,50.25129
-9.147487,50.25262
-9.150421,50.30944
-9.150688,50.30998
-9.15709,50.31024
-9.159491,50.31211
-9.160291,50.31504
-9.162692,50.31558
-9.16696,50.31638
-9.170961,50.31664
-9.171762,50.31691
-9.172029,50.31771
-9.172296,50.31798
-9.172829,50.31851
-9.173896,50.31958
-9.174163,50.31985
-9.176297,50.32945
-9.177097,50.32972
-9.177897,50.33025
-9.179231,50.33105
-9.180832,50.33185
-9.181632,50.33238
-9.182165,50.33318
-9.183766,50.33372
-9.184299,50.33398
-9.186167,50.33425
-9.186701,50.33558
-9.187767,50.33585
-9.190168,50.33612
-9.191769,50.33692
-9.192836,50.33719
-9.193903,50.34279
-9.195237,50.34385
-9.196037,50.34412
-9.19657,50.34439
-9.198438,50.34465
-9.199238,50.34519
-9.199505,50.34545
-9.200305,50.34732
-9.203506,50.34759
-9.208841,50.34786
-9.209108,50.34892
-9.209375,50.34919
-9.211243,50.34972
-9.213376,50.34999
-9.213643,50.35026
-9.214177,50.35052
-9.21551,50.35159
-9.216578,50.35186
-9.216845,50.35212
-9.219512,50.35399
-9.221379,50.35426
-9.222446,50.35879
-9.224847,50.35933
-9.226981,50.35959
-9.229115,50.36039
-9.230983,50.36066
-9.231783,50.36199
-9.240852,50.37373
-9.24272,50.374
-9.242987,50.37427
-9.243787,50.37453
-9.244054,50.3748
-9.244321,50.37587
-9.245121,50.37613
-9.245388,50.3764
-9.245654,50.38947
-9.246988,50.38974
-9.248856,50.39
-9.249656,50.39027
-9.251256,50.3924
-9.252857,50.39294
-9.25419,50.39454
-9.254457,50.39481
-9.254725,50.39881
-9.256859,50.39907
-9.257392,50.39987
-9.257925,50.40041
-9.260593,50.40201
-9.260859,50.40254
-9.261661,50.40281
-9.262994,50.40441
-9.266195,50.40468
-9.266728,50.40494
-9.266995,50.40521
-9.267262,50.40548
-9.268863,50.40601
-9.27153,50.40654
-9.27233,50.40708
-9.273397,50.40788
-9.274732,50.40814
-9.274998,50.40868
-9.275532,50.41001
-9.276065,50.41028
-9.276332,50.41054
-9.277132,50.41108
-9.278733,50.41161
-9.278999,50.42228
-9.280601,50.42282
-9.282201,50.42308
-9.284601,50.42335
-9.285668,50.42388
-9.287003,50.42442
-9.288336,50.42468
-9.28887,50.42495
-9.291537,50.42522
-9.291804,50.42575
-9.292604,50.42602
-9.293405,50.42788
-9.295272,50.43002
-9.296339,50.43135
-9.296606,50.43882
-9.299807,50.43909
-9.300341,50.44656
-9.302474,50.44709
-9.307543,50.44896
-9.308077,50.44976
-9.308343,50.45056
-9.30941,50.45083
-9.309944,50.45109
-9.31021,50.45189
-9.312345,50.45216
-9.314746,50.45243
-9.315546,50.45323
-9.317146,50.45483
-9.322215,50.45536
-9.322748,50.47003
-9.323015,50.47057
-9.324348,50.47083
-9.326483,50.47163
-9.327017,50.48364
-9.327283,50.4839
-9.32835,50.48417
-9.32995,50.4847
-9.331819,50.48497
-9.332619,50.48524
-9.335819,50.4855
-9.336619,50.48657
-9.336886,50.48684
-9.33742,50.4871
-9.338487,50.48737
-9.339021,50.48764
-9.339554,50.48871
-9.342755,50.48924
-9.346757,50.49217
-9.34729,50.49244
-9.348357,50.49297
-9.349957,50.49324
-9.357694,50.49351
-9.357961,50.51645
-9.359561,50.51672
-9.359828,50.51698
-9.360628,50.51725
-9.360895,50.51805
-9.364096,50.51832
-9.364363,50.52018
-9.364897,50.52045
-9.366764,50.52072
-9.368097,50.52098
-9.372899,50.52125
-9.373699,50.52152
-9.3745,50.52232
-9.375033,50.52258
-9.3753,50.52338
-9.376368,50.52659
-9.376901,50.52712
-9.377701,50.52872
-9.379568,50.52952
-9.38437,50.52979
-9.384904,50.53032
-9.385437,50.53059
-9.388104,50.53112
-9.388371,50.53192
-9.388638,50.53405
-9.389439,50.53432
-9.390239,50.53539
-9.391839,50.53726
-9.39424,50.53752
-9.396108,50.53832
-9.397975,50.53859
-9.399842,50.53886
-9.401443,50.53912
-9.405177,50.54312
-9.408912,50.5746
-9.409712,50.57487
-9.411046,50.57834
-9.411579,50.5786
-9.411846,50.57914
-9.413446,50.58074
-9.41398,50.58207
-9.415314,50.58234
-9.415581,50.58261
-9.417182,50.58394
-9.417448,50.58447
-9.418515,50.58767
-9.424917,50.58821
-9.425451,50.58847
-9.425984,50.58874
-9.426251,50.58927
-9.428919,50.58954
-9.429453,50.59061
-9.431053,50.59167
-9.432653,50.59194
-9.434255,50.59301
-9.434521,50.59328
-9.435321,50.59354
-9.438522,50.59461
-9.438789,50.59488
-9.439055,50.59514
-9.440123,50.59541
-9.44119,50.59648
-9.443591,50.59674
-9.445992,50.59701
-9.447059,50.60021
-9.449193,50.60048
-9.450793,50.60315
-9.454528,50.60341
-9.455062,50.60368
-9.455862,50.60448
-9.45933,50.60475
-9.462797,50.60501
-9.464131,50.60528
-9.464398,50.61675
-9.466532,50.61702
-9.468933,50.61728
-9.4692,50.61755
-9.469733,50.61782
-9.472135,50.61808
-9.472401,50.61888
-9.474535,50.61915
-9.475602,50.6717
-9.477202,50.67224
-9.478537,50.6725
-9.47987,50.6733
-9.480404,50.67704
-9.480671,50.67731
-9.481204,50.67864
-9.482271,50.67917
-9.483338,50.67944
-9.485473,50.67971
-9.486006,50.68024
-9.486806,50.70665
-9.490273,50.70692
-9.491341,50.70745
-9.491608,50.70798
-9.492141,50.70825
-9.492408,50.70852
-9.494009,50.70878
-9.495075,50.70905
-9.49721,50.71438
-9.497477,50.71465
-9.49801,50.71492
-9.499077,50.71572
-9.499611,50.71599
-9.502811,50.71679
-9.503078,50.71839
-9.503612,50.71892
-9.504146,50.71972
-9.504679,50.71999
-9.505479,50.72052
-9.506546,50.72079
-9.508413,50.72105
-9.50868,50.72639
-9.510015,50.72666
-9.510281,50.72852
-9.510815,50.72879
-9.511882,50.72906
-9.512148,50.73066
-9.515349,50.73146
-9.517484,50.73172
-9.518284,50.73306
-9.519084,50.73359
-9.520418,50.73413
-9.520684,50.73573
-9.521218,50.74213
-9.524686,50.74239
-9.526553,50.74293
-9.527887,50.74346
-9.528687,50.744
-9.529488,50.74453
-9.529755,50.7448
-9.530022,50.74506
-9.530822,50.74613
-9.531889,50.7464
-9.533222,50.7472
-9.534022,50.74746
-9.536424,50.7496
-9.536691,50.74986
-9.537224,50.75013
-9.537757,50.7504
-9.539091,50.75066
-9.540691,50.7512
-9.541225,50.75173
-9.542026,50.75253
-9.545493,50.7528
-9.546293,50.75307
-9.548161,50.75333
-9.548428,50.7544
-9.549495,50.7552
-9.550829,50.7568
-9.551895,50.75733
-9.552962,50.7592
-9.553229,50.75973
-9.554029,50.76
-9.554296,50.76187
-9.555631,50.76213
-9.556164,50.7624
-9.557231,50.76267
-9.557764,50.76294
-9.558031,50.76374
-9.558564,50.764
-9.558831,50.76454
-9.559365,50.7648
-9.559898,50.76534
-9.5631,50.76587
-9.5655,50.76614
-9.565767,50.7672
-9.566034,50.77307
-9.567101,50.77361
-9.567368,50.77387
-9.568168,50.78268
-9.568968,50.78294
-9.569502,50.78321
-9.572969,50.78348
-9.574571,50.78428
-9.580973,50.78561
-9.582573,50.78588
-9.583373,50.84403
-9.58364,50.84723
-9.587108,50.84777
-9.588709,50.84857
-9.589242,50.84883
-9.591643,50.85123
-9.592176,50.85363
-9.595378,50.8539
-9.596978,50.85417
-9.597511,50.85443
-9.598845,50.85497
-9.599913,50.85657
-9.600446,50.85683
-9.60098,50.86937
-9.601513,50.86991
-9.602313,50.87017
-9.604714,50.87044
-9.608716,50.87071
-9.609249,50.87124
-9.610316,50.87151
-9.61165,50.87231
-9.611917,50.87337
-9.612717,50.87444
-9.613784,50.87471
-9.614851,50.87497
-9.615118,50.87551
-9.615651,50.87604
-9.618052,50.87738
-9.618853,50.87871
-9.623387,50.87898
-9.625522,50.87924
-9.626589,50.87951
-9.629523,50.88244
-9.630323,50.88271
-9.63059,50.88298
-9.631924,50.88324
-9.634325,50.88378
-9.634591,50.88404
-9.636192,50.88484
-9.644729,50.88511
-9.645529,50.88671
-9.645795,50.88725
-9.647396,50.88751
-9.647663,50.89018
-9.648729,50.89071
-9.650331,50.89125
-9.657266,50.89151
-9.658333,50.89178
-9.659133,50.89792
-9.6594,50.89845
-9.659934,50.89925
-9.6602,50.89978
-9.661267,50.90165
-9.661534,50.90192
-9.662334,50.90218
-9.662868,50.90378
-9.666336,50.90432
-9.667403,50.90485
-9.670071,50.91739
-9.670604,50.91766
-9.672471,50.91819
-9.673538,50.91926
-9.674338,50.91952
-9.67754,50.92006
-9.678073,50.92353
-9.678607,50.92379
-9.679674,50.92459
-9.67994,50.92486
-9.680207,50.92513
-9.680474,50.92539
-9.681007,50.92566
-9.681541,50.92619
-9.681808,50.92646
-9.682609,50.92726
-9.684209,50.92753
-9.687676,50.92913
-9.690345,50.92966
-9.690611,50.92993
-9.692478,50.93019
-9.698347,50.93073
-9.698881,50.93099
-9.700748,50.93233
-9.701282,50.93259
-9.705016,50.93366
-9.706083,50.93393
-9.70715,50.9342
-9.707417,50.93446
-9.708218,50.93473
-9.708484,50.935
-9.708751,50.93526
-9.710885,51.0345
-9.711418,51.03583
-9.712485,51.0361
-9.71382,51.0377
-9.716754,51.03877
-9.717287,51.03957
-9.718887,51.03983
-9.723423,51.0401
-9.723689,51.04037
-9.725556,51.04063
-9.726624,51.04143
-9.727424,51.0433
-9.727958,51.0441
-9.729558,51.04437
-9.730892,51.04463
-9.731158,51.0449
-9.733293,51.04517
-9.73596,51.04543
-9.736761,51.0457
-9.737027,51.04677
-9.740229,51.04704
-9.742363,51.0473
-9.742629,51.05104
-9.744496,51.05157
-9.747431,51.05397
-9.747965,51.05477
-9.748765,51.05504
-9.7525,51.0553
-9.752767,51.06037
-9.753567,51.06144
-9.754367,51.06197
-9.755967,51.06224
-9.757301,51.06251
-9.757834,51.06517
-9.758368,51.06571
-9.760503,51.06598
-9.76317,51.06704
-9.764771,51.06731
-9.765304,51.06758
-9.765571,51.07024
-9.767438,51.07051
-9.767705,51.07184
-9.768772,51.07291
-9.770639,51.07344
-9.773307,51.07371
-9.774107,51.07424
-9.774641,51.07451
-9.775174,51.07505
-9.775441,51.07825
-9.775707,51.07931
-9.778109,51.08091
-9.778376,51.08118
-9.778909,51.08198
-9.780776,51.08225
-9.781043,51.08251
-9.781843,51.08278
-9.782376,51.08358
-9.788245,51.08705
-9.789579,51.09318
-9.79038,51.09399
-9.79118,51.09479
-9.792247,51.09505
-9.794114,51.09532
-9.794381,51.09559
-9.795981,51.09585
-9.797582,51.09745
-9.798383,51.09772
-9.798916,51.09825
-9.799449,51.09852
-9.803185,51.09985
-9.805852,51.10012
-9.806118,51.10199
-9.806919,51.10225
-9.807985,51.10439
-9.809319,51.10466
-9.809587,51.10492
-9.810387,51.10546
-9.810654,51.10572
-9.811987,51.10626
-9.813854,51.10652
-9.818389,51.10679
-9.821857,51.10732
-9.823191,51.10759
-9.823458,51.10786
-9.823992,51.10919
-9.825859,51.10999
-9.826125,51.11212
-9.828526,51.11346
-9.828794,51.11453
-9.831194,51.11613
-9.833328,51.11693
-9.836529,51.11719
-9.83733,51.13533
-9.83813,51.14227
-9.840263,51.1428
-9.842665,51.1436
-9.844799,51.1444
-9.845065,51.15027
-9.850667,51.15054
-9.852801,51.15107
-9.853868,51.15561
-9.855469,51.15614
-9.855736,51.15641
-9.85867,51.15721
-9.858937,51.15774
-9.860004,51.15801
-9.860538,51.15827
-9.864272,51.15854
-9.869074,51.15907
-9.869341,51.15987
-9.870141,51.16014
-9.870674,51.16041
-9.873343,51.16068
-9.875476,51.16094
-9.875743,51.16281
-9.87601,51.16308
-9.878944,51.16468
-9.87921,51.16494
-9.879478,51.16601
-9.881612,51.16628
-9.882145,51.16734
-9.883479,51.16761
-9.886147,51.16788
-9.888014,51.16948
-9.889348,51.16975
-9.890681,51.17055
-9.891215,51.17108
-9.891481,51.17135
-9.892816,51.17161
-9.893883,51.17188
-9.894683,51.17241
-9.895483,51.17321
-9.896017,51.17348
-9.896817,51.18602
-9.897084,51.18655
-9.897617,51.18735
-9.898417,51.18815
-9.898952,51.18895
-9.899485,51.19002
-9.902952,51.19029
-9.904019,51.19055
-9.904819,51.19082
-9.906154,51.19109
-9.906687,51.19162
-9.908021,51.19349
-9.908288,51.19429
-9.909355,51.19455
-9.910688,51.19615
-9.911489,51.19642
-9.911756,51.19669
-9.914423,51.19749
-9.916557,51.19775
-9.91709,51.19802
-9.918692,51.19856
-9.923493,51.19962
-9.924026,51.20256
-9.927228,51.20309
-9.929095,51.20336
-9.929628,51.20389
-9.929895,51.20416
-9.930162,51.20442
-9.930963,51.20469
-9.93123,51.20522
-9.931763,51.20549
-9.932563,51.20923
-9.933097,51.21029
-9.933897,51.21109
-9.934163,51.21163
-9.93443,51.21189
-9.934697,51.21243
-9.935497,51.21349
-9.935764,51.21509
-9.93603,51.21563
-9.936297,51.21589
-9.937098,51.21643
-9.937898,51.2199
-9.938699,51.2215
-9.941366,51.22203
-9.942699,51.22256
-9.944567,51.2239
-9.945101,51.22523
-9.946168,51.22576
-9.946434,51.22657
-9.947235,51.2271
-9.948835,51.22817
-9.949368,51.2287
-9.95097,51.22897
-9.951236,51.22923
-9.951503,51.23137
-9.952303,51.23163
-9.953637,51.23297
-9.953904,51.2335
-9.95417,51.2431
-9.954437,51.24417
-9.955771,51.24497
-9.960306,51.24524
-9.960573,51.25351
-9.961373,51.25377
-9.963507,51.25457
-9.964308,51.25644
-9.964574,51.25778
-9.966441,51.25884
-9.967508,51.25911
-9.968042,51.25964
-9.969643,51.26124
-9.96991,51.26178
-9.970443,51.26204
-9.972043,51.26231
-9.97231,51.26258
-9.97311,51.26284
-9.974444,51.26525
-9.974711,51.26551
-9.975245,51.26578
-9.975512,51.26605
-9.977112,51.27085
-9.977646,51.27138
-9.980046,51.27298
-9.98138,51.27325
-9.982981,51.27351
-9.983248,51.27378
-9.984581,51.27672
-9.985915,51.27965
-9.986982,51.29326
-9.988316,51.29352
-9.988583,51.29406
-9.98885,51.31406
-9.99045,51.31433
-9.992584,51.31486
-9.993384,51.31966
-9.994184,51.32046
-9.994985,51.32073
-9.996319,51.32127
-9.997652,51.32153
-10.00165,51.3218
-10.00219,51.32633
-10.00245,51.33354
-10.00272,51.3338
-10.00432,51.33407
-10.00486,51.33434
-10.00566,51.3346
-10.00779,51.33487
-10.00939,51.33514
-10.01046,51.3354
-10.01072,51.33567
-10.01179,51.33594
-10.01286,51.3362
-10.01366,51.34314
-10.01446,51.34341
-10.01472,51.34527
-10.01579,51.34554
-10.01926,51.34581
-10.01979,51.34767
-10.02033,51.34794
-10.02113,51.34874
-10.02219,51.34981
-10.02246,51.35008
-10.02593,51.35034
-10.02646,51.35194
-10.02726,51.35354
-10.02833,51.40743
-10.03073,51.4077
-10.03473,51.40796
-10.03527,51.4109
-10.0366,51.4141
-10.03687,51.41436
-10.03873,51.41463
-10.04033,51.4165
-10.0414,51.41677
-10.0422,51.41783
-10.04247,51.4181
-10.04327,51.41837
-10.04354,51.4189
-10.04407,51.41917
-10.04567,51.41943
-10.04674,51.42103
-10.04807,51.4213
-10.0494,51.42183
-10.04967,51.4221
-10.05074,51.42237
-10.0518,51.42263
-10.05687,51.4229
-10.05714,51.42343
-10.05794,51.4237
-10.05901,51.42877
-10.06141,51.42904
-10.06194,51.42984
-10.06221,51.4301
-10.06381,51.43197
-10.06488,51.43224
-10.06861,51.4325
-10.06968,51.43277
-10.07021,51.4333
-10.07074,51.43651
-10.07155,51.43704
-10.07208,51.43757
-10.07395,51.43784
-10.07528,51.43864
-10.07661,51.43891
-10.07955,51.43917
-10.07981,51.43944
-10.08195,51.43971
-10.08275,51.44024
-10.08622,51.44051
-10.08862,51.44077
-10.08888,51.44104
-10.09049,51.44157
-10.09075,51.44211
-10.09209,51.44264
-10.09235,51.44317
-10.09262,51.44611
-10.09369,51.44691
-10.09422,51.44798
-10.09475,51.44824
-10.09502,51.44851
-10.09635,51.44878
-10.09715,51.44904
-10.09769,51.44958
-10.09795,51.44984
-10.10169,51.45038
-10.10276,51.45144
-10.10302,51.45358
-10.10329,51.45385
-10.10516,51.45411
-10.10569,51.45438
-10.10622,51.45545
-10.10702,51.45571
-10.10969,51.45598
-10.11183,51.45678
-10.11263,51.45705
-10.11316,51.45731
-10.11343,51.45758
-10.11449,51.45785
-10.11663,51.45811
-10.11689,51.45865
-10.11743,51.45891
-10.11796,51.47359
-10.1201,51.47412
-10.12063,51.47439
-10.1209,51.47599
-10.1225,51.47759
-10.12383,51.47785
-10.12623,51.47812
-10.1281,51.48052
-10.12943,51.48079
-10.13023,51.48212
-10.1305,51.48239
-10.1313,51.48319
-10.13317,51.48346
-10.13583,51.48532
-10.13743,51.48586
-10.13904,51.48612
-10.13957,51.48719
-10.13984,51.48746
-10.14037,51.48799
-10.14224,51.48826
-10.14517,51.48906
-10.1457,51.49626
-10.14731,51.5192
-10.14971,51.51947
-10.15051,51.51973
-10.15131,51.52054
-10.15211,51.5208
-10.15531,51.52107
-10.15637,51.52214
-10.15664,51.5224
-10.15744,51.52267
-10.15851,51.5232
-10.15931,51.52347
-10.15984,51.52374
-10.16118,51.53734
-10.16224,51.54161
-10.16331,51.54241
-10.16491,51.54348
-10.16518,51.54401
-10.16625,51.54428
-10.16918,51.54454
-10.17025,51.54534
-10.17051,51.54614
-10.17078,51.54668
-10.17238,51.54855
-10.17478,51.54881
-10.17585,51.55148
-10.17638,51.55175
-10.17665,51.55228
-10.17692,51.55255
-10.17772,51.55281
-10.17798,51.55308
-10.17825,51.55388
-10.17878,51.55521
-10.18065,51.55628
-10.18092,51.55681
-10.18172,51.55708
-10.18278,51.55761
-10.18439,51.55788
-10.18759,51.57522
-10.18839,51.57629
-10.18865,51.57655
-10.18892,51.57869
-10.18945,51.57976
-10.19025,51.58002
-10.19079,51.58056
-10.19239,51.58082
-10.19399,51.58456
-10.19452,51.58803
-10.19532,51.58883
-10.20119,51.59043
-10.20172,51.59096
-10.20226,51.5963
-10.20333,51.59683
-10.20413,51.6003
-10.20466,51.60056
-10.20626,51.60083
-10.20679,51.60456
-10.20733,51.60537
-10.20759,51.60643
-10.20813,51.60697
-10.20839,51.60723
-10.20893,51.60803
-10.21159,51.60857
-10.21186,51.60883
-10.2156,51.6091
-10.21693,51.60937
-10.22173,51.6155
-10.22227,51.61604
-10.2228,51.6163
-10.22307,51.64111
-10.22333,51.64138
-10.2244,51.64164
-10.226,51.64191
-10.22867,51.64218
-10.22893,51.64244
-10.23027,51.64271
-10.23053,51.64351
-10.2308,51.64378
-10.23374,51.64405
-10.23534,51.64485
-10.24121,51.64511
-10.24307,51.64538
-10.24414,51.64565
-10.24494,51.64645
-10.24547,51.64725
-10.24681,51.64778
-10.25001,51.64805
-10.25027,51.64858
-10.25161,51.64911
-10.25241,51.64965
-10.25348,51.65098
-10.25401,51.65151
-10.25588,51.65231
-10.25641,51.65818
-10.25801,51.65845
-10.25854,51.65872
-10.26041,51.65925
-10.26281,51.65952
-10.26335,51.65978
-10.26388,51.66112
-10.26495,51.66165
-10.26708,51.66219
-10.26735,51.66245
-10.26761,51.66405
-10.26815,51.66485
-10.26895,51.66619
-10.27055,51.66645
-10.27162,51.6958
-10.27188,51.69633
-10.27535,51.6966
-10.27615,51.69686
-10.27909,51.69713
-10.27962,51.6974
-10.28255,51.69846
-10.28469,51.7006
-10.28522,51.70193
-10.29136,51.7022
-10.29216,51.70247
-10.29269,51.7038
-10.29296,51.70433
-10.29589,51.7046
-10.29616,51.70513
-10.29803,51.70567
-10.29883,51.70593
-10.29963,51.70673
-10.30229,51.707
-10.30496,51.70727
-10.30789,51.7078
-10.30843,51.70807
-10.31003,51.7086
-10.31056,51.71074
-10.3119,51.711
-10.31243,51.71127
-10.31323,51.7118
-10.3135,51.71234
-10.3183,51.71287
-10.3191,51.7134
-10.32097,51.71367
-10.32123,51.71394
-10.32283,51.7142
-10.32337,51.71447
-10.3239,51.7158
-10.32497,51.7166
-10.33004,51.71927
-10.3303,51.71981
-10.33217,51.72701
-10.3327,51.72781
-10.33377,51.77209
-10.33484,51.77236
-10.34017,51.77262
-10.34124,51.77289
-10.34204,51.77316
-10.34311,51.77396
-10.34337,51.77422
-10.34551,51.77449
-10.34577,51.77556
-10.34631,51.77609
-10.34818,51.77636
-10.35031,51.77663
-10.35111,51.77743
-10.35191,51.78036
-10.35591,51.78063
-10.35751,51.78089
-10.35858,51.78276
-10.36418,51.78516
-10.36445,51.78623
-10.36552,51.78756
-10.36632,51.78783
-10.36845,51.7881
-10.36872,51.78836
-10.36898,51.78863
-10.37272,51.78916
-10.37405,51.78943
-10.37645,51.7897
-10.37672,51.79103
-10.37699,51.79183
-10.37805,51.7929
-10.37939,51.79343
-10.38125,51.7937
-10.38152,51.79396
-10.38232,51.79423
-10.38259,51.79557
-10.38365,51.79583
-10.38392,51.79637
-10.38472,51.79717
-10.38579,51.79743
-10.38632,51.7977
-10.38686,51.79797
-10.38792,51.79823
-10.38819,51.7985
-10.38846,51.79877
-10.38952,51.8025
-10.38979,51.80383
-10.39219,51.80437
-10.39326,51.80464
-10.39566,51.8057
-10.39939,51.80597
-10.39993,51.8089
-10.40019,51.80917
-10.40179,51.80944
-10.4026,51.8097
-10.40473,51.80997
-10.40526,51.81104
-10.40766,51.81184
-10.40793,51.81344
-10.40846,51.81504
-10.40926,51.81531
-10.40953,51.81637
-10.4114,51.81717
-10.41166,51.81877
-10.413,51.81984
-10.4154,51.82037
-10.41593,51.82064
-10.41647,51.82224
-10.41727,51.82358
-10.4186,51.82464
-10.4194,51.82544
-10.42234,51.82598
-10.42367,51.83691
-10.42394,51.83718
-10.4242,51.83745
-10.42554,51.83771
-10.42794,51.83851
-10.43141,51.84171
-10.43301,51.84198
-10.43327,51.84518
-10.43381,51.84545
-10.43407,51.84652
-10.43434,51.84678
-10.43461,51.85052
-10.43487,51.85532
-10.43541,51.85559
-10.43594,51.91134
-10.43621,51.91241
-10.43701,51.91267
-10.43914,51.91294
-10.44048,51.91427
-10.44474,51.91454
-10.44554,51.91641
-10.44581,51.91721
-10.44688,51.91774
-10.44901,51.91828
-10.44954,51.92014
-10.45088,51.92121
-10.45115,51.92148
-10.45275,51.92174
-10.45328,51.92201
-10.45381,51.92228
-10.45435,51.92254
-10.45595,51.92281
-10.45648,51.92308
-10.45675,51.92334
-10.45808,51.92361
-10.45835,51.92468
-10.46182,51.92494
-10.46208,51.92548
-10.46288,51.92574
-10.46422,51.92601
-10.46502,51.92654
-10.46875,51.92681
-10.46902,51.92708
-10.46982,51.92735
-10.47089,51.92921
-10.47195,51.92948
-10.47355,51.93161
-10.47702,51.93188
-10.47755,51.93241
-10.48076,51.93375
-10.48156,51.93428
-10.48289,51.93455
-10.48502,51.93481
-10.48556,51.93588
-10.48689,51.93615
-10.48903,51.93641
-10.48929,51.93668
-10.48956,51.93695
-10.49009,51.93748
-10.49063,51.93855
-10.49116,51.93882
-10.49223,51.94789
-10.49303,51.94815
-10.49329,51.94842
-10.49489,51.94869
-10.49569,51.94895
-10.49596,51.94922
-10.49703,51.95215
-10.4973,51.95242
-10.49836,51.95322
-10.50103,51.95349
-10.50503,51.95429
-10.5061,51.95455
-10.5069,51.95509
-10.5077,51.95535
-10.50877,51.95562
-10.51143,51.95589
-10.5125,51.95616
-10.5165,51.95642
-10.51677,51.95669
-10.51917,51.95722
-10.5205,51.95749
-10.5213,51.95802
-10.52157,51.95829
-10.52184,51.95856
-10.5221,51.95989
-10.52317,51.96042
-10.52424,51.96069
-10.5245,51.96096
-10.52717,51.96122
-10.52904,51.96149
-10.53197,51.96176
-10.53277,51.96202
-10.53704,51.96256
-10.53731,51.96309
-10.53784,51.96389
-10.53918,51.96416
-10.54078,51.96442
-10.54398,51.96469
-10.54478,51.96549
-10.54771,51.96576
-10.54825,51.96603
-10.54958,51.96656
-10.55038,51.96683
-10.55385,51.96789
-10.55412,51.96869
-10.55705,51.97136
-10.55785,51.97163
-10.55892,51.97189
-10.55945,51.97216
-10.56158,51.97269
-10.56238,52.07086
-10.56265,52.07113
-10.56505,52.07166
-10.56585,52.07193
-10.56612,52.07726
-10.56639,52.07806
-10.56665,52.08047
-10.56772,52.08073
-10.56905,52.081
-10.57012,52.08233
-10.57039,52.08287
-10.57145,52.08473
-10.57252,52.0866
-10.57466,52.08713
-10.57572,52.0874
-10.57626,52.08767
-10.57839,52.08847
-10.58106,52.10501
-10.58132,52.10661
-10.58186,52.10687
-10.58212,52.10954
-10.58346,52.11061
-10.58639,52.11088
-10.58746,52.11114
-10.59066,52.11141
-10.59146,52.11381
-10.59173,52.11408
-10.59253,52.11461
-10.59306,52.11488
-10.5936,52.11514
-10.59653,52.11541
-10.5984,52.12368
-10.5992,52.12421
-10.60053,52.12448
-10.6016,52.12501
-10.60267,52.12528
-10.6032,52.12555
-10.604,52.12581
-10.60667,52.12608
-10.608,52.12635
-10.61014,52.12848
-10.61174,52.12875
-10.61414,52.12955
-10.6144,52.13035
-10.61574,52.13062
-10.61627,52.13248
-10.6176,52.13302
-10.6192,52.13355
-10.62027,52.13382
