wpm,pctl
180.01,1.108924
180,1.122262
179.99,1.127597
179.98,1.132932
179.97,1.1364
179.96,1.139868
179.95,1.14467
179.94,1.147604
179.93,1.149205
179.92,1.151072
179.9,1.151339
179.89,1.152406
179.88,1.158541
179.87,1.159075
179.86,1.159608
179.85,1.159875
179.84,1.160142
179.82,1.161742
179.81,1.162276
179.76,1.163876
179.74,1.164143
179.72,1.16441
179.71,1.164677
179.64,1.165744
179.55,1.16601
179.39,1.166277
179.21,1.166811
179.2,1.180149
179.19,1.187618
179.18,1.19402
179.17,1.198288
179.16,1.20229
179.15,1.206825
179.14,1.208425
179.13,1.211626
179.12,1.212694
179.11,1.213761
179.1,1.215094
179.09,1.217228
179.08,1.224431
179.07,1.225231
179.06,1.226032
179.05,1.226298
179.04,1.227365
179.03,1.227899
179.01,1.228432
179,1.228966
178.99,1.229233
178.98,1.229499
178.96,1.229766
178.94,1.230033
178.78,1.2303
178.69,1.230566
178.6,1.230833
178.49,1.2311
178.4,1.243638
178.39,1.25084
178.38,1.257509
178.37,1.260444
178.36,1.263378
178.35,1.26818
178.34,1.270314
178.33,1.272181
178.32,1.273782
178.31,1.275382
178.3,1.276983
178.29,1.278583
178.28,1.286586
178.27,1.287386
178.26,1.287653
178.24,1.288187
178.23,1.289254
178.22,1.290321
178.21,1.290854
178.19,1.291388
178.16,1.293522
178.14,1.294056
178.05,1.294322
177.81,1.294589
177.6,1.308194
177.59,1.312996
177.58,1.319931
177.57,1.323666
177.56,1.329801
177.55,1.334603
177.54,1.337271
177.53,1.339138
177.52,1.341272
177.51,1.342606
177.5,1.343406
177.49,1.345274
177.48,1.354877
177.47,1.35541
177.46,1.356211
177.45,1.357011
177.44,1.357811
177.43,1.358345
177.42,1.360212
177.41,1.360479
177.4,1.360746
177.36,1.361546
177.35,1.361813
177.32,1.362079
177.25,1.363146
177.22,1.363413
177.14,1.36368
176.98,1.363947
176.81,1.364214
176.8,1.377818
176.79,1.388489
176.78,1.396492
176.77,1.402094
176.76,1.406895
176.75,1.41063
176.74,1.412764
176.73,1.414631
176.72,1.415698
176.71,1.416765
176.7,1.417299
176.69,1.418099
176.68,1.425302
176.67,1.425835
176.66,1.426636
176.64,1.427436
176.62,1.427969
176.59,1.428236
176.58,1.429036
176.57,1.429303
176.56,1.430637
176.47,1.43117
176.45,1.431704
176.39,1.431971
176.21,1.432237
176.1,1.432504
176,1.449844
175.99,1.457313
175.98,1.463982
175.97,1.467183
175.96,1.474119
175.95,1.47812
175.94,1.481055
175.93,1.482655
175.92,1.486123
175.91,1.487457
175.9,1.488791
175.89,1.489858
175.88,1.498928
175.87,1.499461
175.84,1.500261
175.83,1.500528
175.82,1.501862
175.81,1.502662
175.8,1.503196
175.77,1.50453
175.75,1.504796
175.74,1.505063
175.72,1.50533
175.66,1.505863
175.65,1.506397
175.63,1.506664
175.6,1.50693
175.54,1.507197
175.53,1.507464
175.44,1.507731
175.42,1.508264
175.2,1.519201
175.19,1.52587
175.18,1.535741
175.17,1.539208
175.16,1.544277
175.15,1.548012
175.14,1.551479
175.13,1.554414
175.12,1.556281
175.11,1.557615
175.1,1.557882
175.09,1.560016
175.08,1.568552
175.07,1.569352
175.06,1.570953
175.05,1.57122
175.04,1.572287
175.03,1.573087
175.02,1.573621
175.01,1.573887
175,1.574421
174.97,1.576021
174.94,1.576288
174.85,1.577088
174.66,1.577355
174.41,1.578156
174.4,1.593094
174.39,1.60163
174.38,1.611767
174.37,1.617903
174.36,1.623505
174.35,1.627506
174.34,1.632308
174.33,1.635509
174.32,1.63711
174.31,1.639777
174.3,1.641911
174.29,1.642445
174.28,1.653916
174.27,1.654182
174.26,1.654983
174.25,1.656583
174.22,1.657117
174.21,1.65765
174.19,1.657917
174.18,1.658184
174.17,1.659517
174.11,1.659784
174.1,1.660051
174.06,1.660585
174.05,1.661385
174.03,1.661652
174.02,1.662185
173.99,1.662452
173.98,1.662719
173.94,1.662985
173.71,1.663252
173.6,1.682992
173.59,1.693663
173.58,1.702199
173.57,1.709402
173.56,1.71527
173.55,1.720606
173.54,1.725141
173.53,1.727808
173.52,1.731543
173.51,1.732877
173.5,1.734744
173.49,1.735011
173.48,1.743814
173.47,1.744614
173.46,1.746481
173.43,1.747282
173.42,1.747548
173.4,1.747815
173.39,1.748082
173.37,1.748882
173.36,1.749149
173.33,1.749416
173.32,1.749683
173.31,1.749949
173.3,1.750216
173.29,1.750483
173.25,1.75075
173.24,1.751016
173.19,1.751283
173.14,1.751817
173.09,1.752083
172.91,1.75235
172.8,1.768356
172.79,1.780894
172.78,1.791297
172.77,1.800367
172.76,1.806503
172.75,1.811304
172.74,1.813972
172.73,1.816906
172.72,1.818774
172.71,1.820374
172.7,1.822241
172.69,1.823308
172.68,1.835846
172.67,1.837714
172.66,1.838247
172.65,1.839848
172.64,1.840114
172.63,1.840648
172.62,1.840915
172.61,1.841982
172.6,1.842782
172.58,1.843049
172.57,1.844649
172.56,1.844916
172.54,1.84545
172.51,1.845716
172.48,1.845983
172.47,1.84625
172.46,1.846517
172.35,1.846783
172.33,1.84705
172.28,1.847317
172.23,1.847584
172.18,1.84785
172,1.868658
171.99,1.884397
171.98,1.896134
171.97,1.90467
171.96,1.911873
171.95,1.917208
171.94,1.919876
171.93,1.924144
171.92,1.925478
171.91,1.927078
171.9,1.930279
171.89,1.94015
171.88,1.94095
171.87,1.941217
171.86,1.943351
171.85,1.943884
171.84,1.944151
171.83,1.944951
171.82,1.945752
171.81,1.946285
171.8,1.946552
171.78,1.947085
171.77,1.948953
171.75,1.949219
171.74,1.949486
171.71,1.949753
171.69,1.950287
171.66,1.950553
171.44,1.95082
171.2,1.974562
171.19,1.986833
171.18,1.99777
171.17,2.004972
171.16,2.011641
171.15,2.01831
171.14,2.023112
171.13,2.027114
171.12,2.029514
171.11,2.031648
171.1,2.033249
171.09,2.046054
171.08,2.047387
171.07,2.048188
171.06,2.048988
171.05,2.049788
171.04,2.050588
171.03,2.050855
171.02,2.051389
171.01,2.052189
170.99,2.052456
170.98,2.052989
170.97,2.05379
170.94,2.054056
170.89,2.054323
170.88,2.05459
170.86,2.05539
