consistency,pctl
85.82,1.702649
85.81,1.71457
85.8,1.723954
85.79,1.732324
85.78,1.740694
85.77,1.746274
85.76,1.755912
85.75,1.765043
85.74,1.774681
85.73,1.784066
85.72,1.788885
85.71,1.800806
85.7,1.810444
85.69,1.817799
85.68,1.82693
85.67,1.837329
85.66,1.848235
85.65,1.856605
85.64,1.863961
85.63,1.870809
85.62,1.880193
85.61,1.89186
85.6,1.903274
85.59,1.9086
85.58,1.92255
85.57,1.935739
85.56,1.943095
85.55,1.947914
85.54,1.960342
85.53,1.972009
85.52,1.983169
85.51,1.99509
85.5,2.00422
85.49,2.010815
85.48,2.021214
85.47,2.033135
85.46,2.043787
85.45,2.052665
85.44,2.060781
85.43,2.072448
85.42,2.08234
85.41,2.091978
85.4,2.102123
85.39,2.112269
85.38,2.117849
85.37,2.129009
85.36,2.139154
85.35,2.152343
85.34,2.163503
85.33,2.175931
85.32,2.183033
85.31,2.192164
85.3,2.202816
85.29,2.211186
85.28,2.220824
85.27,2.231731
85.26,2.245427
85.25,2.260138
85.24,2.270283
85.23,2.28195
85.22,2.290828
85.21,2.304017
85.2,2.31822
85.19,2.331663
85.18,2.345105
85.17,2.353729
85.16,2.362606
85.15,2.374273
85.14,2.390506
85.13,2.399637
85.12,2.406739
85.11,2.418659
85.1,2.427537
85.09,2.440726
85.08,2.450617
85.07,2.46127
85.06,2.46964
85.05,2.485365
85.04,2.497286
85.03,2.5087
85.02,2.51986
85.01,2.530512
85,2.546491
84.99,2.553086
84.98,2.563992
84.97,2.575913
84.96,2.586565
84.95,2.601023
84.94,2.614465
84.93,2.630952
84.92,2.644394
84.91,2.655808
84.9,2.668743
84.89,2.682693
84.88,2.694614
84.87,2.703237
84.86,2.717695
84.85,2.728094
84.84,2.739
84.83,2.75016
84.82,2.760052
84.81,2.776538
84.8,2.790234
84.79,2.802155
84.78,2.812047
84.77,2.82625
84.76,2.839439
84.75,2.852882
84.74,2.866071
84.73,2.874948
84.72,2.893717
84.71,2.908174
84.7,2.91629
84.69,2.931255
84.68,2.944698
84.67,2.959155
84.66,2.969554
84.65,2.98325
84.64,2.996185
84.63,3.007345
84.62,3.023071
84.61,3.040825
84.6,3.047673
84.59,3.057565
84.58,3.071768
84.57,3.08445
84.56,3.097386
84.55,3.109053
84.54,3.121734
84.53,3.138221
84.52,3.155214
84.51,3.176012
84.5,3.188187
84.49,3.196049
84.48,3.20518
84.47,3.21913
84.46,3.232065
84.45,3.242972
84.44,3.2554
84.43,3.267321
84.42,3.280002
84.41,3.292684
84.4,3.308917
84.39,3.322106
84.38,3.342143
84.37,3.353556
84.36,3.363955
84.35,3.376891
84.34,3.388558
84.33,3.401747
84.32,3.425335
84.31,3.437763
84.3,3.453235
84.29,3.467185
84.28,3.480627
84.27,3.492295
84.26,3.507513
84.25,3.52197
84.24,3.534398
84.23,3.545558
84.22,3.557225
84.21,3.571936
84.2,3.585886
84.19,3.595017
84.18,3.613532
84.17,3.624185
84.16,3.642193
84.15,3.655635
84.14,3.672882
84.13,3.689622
84.12,3.704333
84.11,3.722341
84.1,3.743139
84.09,3.754299
84.08,3.765205
84.07,3.778902
84.06,3.797163
84.05,3.808831
84.04,3.825063
84.03,3.840535
84.02,3.862347
84.01,3.882892
84,3.893798
83.99,3.911806
83.98,3.923727
83.97,3.93717
83.96,3.950866
83.95,3.967099
83.94,3.98257
83.93,3.996266
83.92,4.013514
83.91,4.035073
83.9,4.054095
83.89,4.0754
83.88,4.094677
83.87,4.103554
83.86,4.119279
83.85,4.132722
83.84,4.152759
83.83,4.168992
83.82,4.187253
83.81,4.205769
83.8,4.228342
83.79,4.245589
83.78,4.2603
83.77,4.275518
83.76,4.295302
83.75,4.317114
83.74,4.333093
83.73,4.356174
83.72,4.375704
83.71,4.390161
83.7,4.409945
83.69,4.423134
83.68,4.438859
83.67,4.457881
83.66,4.474875
83.65,4.49897
83.64,4.517739
83.63,4.533211
83.62,4.552994
83.61,4.573285
83.6,4.580133
83.59,4.59459
83.58,4.609048
83.57,4.630099
83.56,4.647093
83.55,4.670681
83.54,4.691225
83.53,4.707965
83.52,4.730539
83.51,4.748547
83.5,4.774164
83.49,4.791918
83.48,4.810434
83.47,4.830978
83.46,4.848732
83.45,4.86116
83.44,4.881198
83.43,4.901235
83.42,4.929134
83.41,4.94486
83.4,4.966672
83.39,4.987978
83.38,4.99863
83.37,5.016892
83.36,5.041495
83.35,5.064068
83.34,5.086134
83.33,5.105157
83.32,5.125194
83.31,5.139144
83.3,5.165776
83.29,5.18074
83.28,5.194436
83.27,5.21143
83.26,5.227916
83.25,5.249729
83.24,5.272048
83.23,5.297919
83.22,5.31542
83.21,5.339262
83.2,5.356762
83.19,5.381619
83.18,5.398105
83.17,5.417127
83.16,5.441223
83.15,5.456441
83.14,5.474195
83.13,5.494486
83.12,5.509197
83.11,5.527205
83.1,5.547749
83.09,5.572605
83.08,5.593403
83.07,5.620289
83.06,5.642862
83.05,5.664675
83.04,5.688516
83.03,5.712865
83.02,5.725293
83.01,5.744823
83,5.770948
82.99,5.792253
82.98,5.811529
82.97,5.838414
82.96,5.860988
82.95,5.89041
82.94,5.906389
82.93,5.927187
82.92,5.954579
82.91,5.977153
82.9,5.996429
82.89,6.014183
82.88,6.03701
82.87,6.055526
82.86,6.077846
82.85,6.101434
82.84,6.121217
82.83,6.140493
82.82,6.160784
82.81,6.181836
82.8,6.204156
82.79,6.227997
82.78,6.25539
82.77,6.276949
82.76,6.304848
82.75,6.324378
82.74,6.340611
82.73,6.359126
82.72,6.3817
82.71,6.399961
82.7,6.423803
82.69,6.443587
82.68,6.459058
82.67,6.493045
82.66,6.515619
82.65,6.5387
82.64,6.558229
82.63,6.582325
82.62,6.615297
82.61,6.640407
82.6,6.664249
82.59,6.67972
82.58,6.703055
82.57,6.724106
82.56,6.736281
82.55,6.760883
82.54,6.785993
82.53,6.816176
82.52,6.83951
82.51,6.85904
82.5,6.889983
82.49,6.925746
82.48,6.946544
82.47,6.972161
82.46,6.9993
82.45,7.026439
82.44,7.04673
82.43,7.076405
82.42,7.099486
82.41,7.118001
82.4,7.141335
82.39,7.167967
82.38,7.190287
82.37,7.214636
82.36,7.241775
82.35,7.27145
82.34,7.294531
82.33,7.312792
82.32,7.341453
82.31,7.369353
82.3,7.403086
82.29,7.424138
82.28,7.451784
82.27,7.472582
82.26,7.501496
82.25,7.522294
82.24,7.545882
82.23,7.577587
82.22,7.604726
82.21,7.634908
82.2,7.661794
82.19,7.682592
82.18,7.701868
82.17,7.733318
82.16,7.768574
82.15,7.794698
82.14,7.818793
82.13,7.846186
82.12,7.877637
82.11,7.906297
82.1,7.930139
82.09,7.95043
82.08,7.991265
82.07,8.021955
82.06,8.045289
82.05,8.072935
82.04,8.103118
82.03,8.128735
82.02,8.148265
82.01,8.172106
82,8.198992
81.99,8.226891
81.98,8.255045
81.97,8.281676
81.96,8.307294
81.95,8.335954
81.94,8.372985
81.93,8.39429
81.92,8.423965
81.91,8.451612
81.9,8.469112
81.89,8.498534
81.88,8.516035
81.87,8.547993
81.86,8.577922
81.85,8.610894
81.84,8.643613
81.83,8.667962
81.82,8.694594
81.81,8.717928
81.8,8.751661
81.79,8.780322
81.78,8.797823
81.77,8.824454
81.76,8.848803
81.75,8.877718
81.74,8.909168
81.73,8.94696
81.72,8.974099
81.71,8.99718
81.7,9.025333
81.69,9.044609
81.68,9.081386
81.67,9.122221
81.66,9.149868
81.65,9.172187
81.64,9.198058
81.63,9.229762
81.62,9.258423
81.61,9.287845
81.6,9.313716
81.59,9.345166
81.58,9.373827
81.57,9.404263
81.56,9.430134
81.55,9.451439
81.54,9.484665
81.53,9.513326
81.52,9.539958
81.51,9.568618
81.5,9.59525
81.49,9.624925
81.48,9.652064
81.47,9.676667
81.46,9.703045
81.45,9.734749
81.44,9.758844
81.43,9.798158
81.42,9.837978
81.41,9.867653
81.4,9.906713
81.39,9.935628
81.38,9.962766
81.37,9.992695
81.36,10.0173
81.35,10.04469
81.34,10.07005
81.33,10.09973
81.32,10.12459
