delta,pctl
93.42934,0.2452646
93.4268,0.2472937
93.42605,0.2480546
93.4164,0.2483083
93.41514,0.2490692
93.41286,0.2498301
93.38673,0.250591
93.38521,0.2510982
93.38394,0.2523664
93.37253,0.2531273
93.36416,0.2533809
93.36289,0.2536346
93.35325,0.2549028
93.34184,0.25541
93.34057,0.2556637
93.32104,0.2571855
93.31165,0.2594682
93.30937,0.2614973
93.30734,0.2617509
93.30354,0.2620045
93.30303,0.2622582
93.28553,0.2625118
93.28072,0.2627654
93.27158,0.2642872
93.26829,0.2660627
93.26169,0.2675845
93.23176,0.2678381
93.22871,0.2691063
93.20462,0.2693599
93.20335,0.2696136
93.19981,0.2698672
93.19955,0.2703745
93.19575,0.271389
93.19447,0.2721499
93.18941,0.2724035
93.14958,0.2746863
93.1468,0.2757008
93.13715,0.2774762
93.1227,0.2779835
93.11078,0.2784908
93.10621,0.2802662
93.07629,0.2820417
93.06335,0.2825489
93.06208,0.2828026
93.0499,0.2835635
93.03646,0.2838171
93.02631,0.284578
93.02277,0.2855925
93.02251,0.2858462
93.00932,0.2878753
92.97407,0.2881289
92.96976,0.2883825
92.96646,0.2899043
92.95733,0.2916798
92.95631,0.2919334
92.95149,0.2926943
92.92588,0.2929479
92.91979,0.2932016
92.90787,0.2934552
92.90356,0.2939625
92.88986,0.2942161
92.88479,0.2944698
92.88352,0.2952307
92.87033,0.2957379
92.85943,0.2962452
92.8508,0.2964988
92.847,0.2972597
92.84522,0.2992888
92.83356,0.2995424
92.83076,0.3015715
92.80489,0.3018252
92.79095,0.303347
92.78232,0.3041079
92.76862,0.3043615
92.74402,0.3056297
92.72703,0.3068978
92.69152,0.308166
92.67808,0.3091806
92.67554,0.3094342
92.67224,0.3101951
92.65297,0.3117169
92.63826,0.3129851
92.62101,0.3139996
92.60655,0.3152678
92.58246,0.3155214
92.5789,0.316536
92.55253,0.3172969
92.54137,0.3175505
92.53756,0.3188187
92.51955,0.3190723
92.49596,0.3193259
92.49419,0.3198332
92.49014,0.3208477
92.48328,0.3216087
92.45589,0.3221159
92.44423,0.3236377
92.42698,0.3243986
92.42673,0.3246523
92.39223,0.3256668
92.37194,0.3264277
92.359,0.3266813
92.35419,0.3282032
92.35139,0.3294713
92.32933,0.3307395
92.29484,0.3320077
92.28316,0.3327686
92.26871,0.3335295
92.24081,0.3350513
92.23016,0.3353049
92.22433,0.337334
92.18197,0.3380949
92.17892,0.3388558
92.1632,0.3403776
92.14114,0.3431676
92.13428,0.3446894
92.09294,0.344943
92.09244,0.3454503
92.09041,0.3457039
92.08888,0.3467185
92.03436,0.3469721
92.03131,0.3490012
92.02599,0.3507766
92.01787,0.3510303
91.99757,0.3512839
91.98692,0.3515375
91.98083,0.3530593
91.95496,0.3540739
91.94127,0.3543275
91.92199,0.3545811
91.91971,0.3550884
91.9017,0.3553421
91.89764,0.3566102
91.87811,0.3583857
91.87405,0.3599075
91.84818,0.3601611
91.83322,0.3616829
91.82054,0.3621902
91.81825,0.3654874
91.8071,0.3657411
91.77387,0.3675165
91.74724,0.3697992
91.72644,0.3710674
91.66557,0.3728428
91.66455,0.3738574
91.61585,0.3753792
91.59962,0.3771546
91.58973,0.3774083
91.5565,0.3781692
91.52074,0.3784228
91.51973,0.3786764
91.51871,0.3799446
91.51795,0.3807055
91.50832,0.3829882
91.50273,0.3832419
91.46368,0.3842564
91.4586,0.3865391
91.4028,0.3873
91.3952,0.3878073
91.37465,0.3888218
91.36932,0.3903436
91.35284,0.3918654
91.31377,0.3921191
91.30135,0.3923727
91.29906,0.3946554
91.28689,0.39567
91.24073,0.3974454
91.2392,0.397699
91.21841,0.3989672
91.2141,0.3992208
91.18569,0.3994745
91.16743,0.4009963
91.14942,0.4022644
91.12025,0.4035326
91.11391,0.4050544
91.07104,0.4075908
91.06648,0.4088589
91.02996,0.4091126
91.01601,0.4093662
91.00815,0.4113953
91.00612,0.4139316
91.00358,0.4141853
90.9876,0.4149462
90.95387,0.4169753
90.9521,0.4172289
90.92622,0.4182434
90.89731,0.4184971
90.88995,0.4187507
90.87879,0.419258
90.85292,0.4210334
90.83517,0.4225552
90.78165,0.4228089
90.78064,0.4230625
90.7776,0.4235698
90.77531,0.4245843
90.76948,0.4253452
90.71925,0.4255988
90.71545,0.4263597
90.7152,0.426867
90.70632,0.4286424
90.65255,0.4288961
90.65205,0.4306715
90.61983,0.4314324
90.58483,0.4316861
90.57925,0.4332079
90.55592,0.434476
90.53563,0.4347297
90.5199,0.4362515
90.47983,0.4380269
90.44939,0.4390415
90.40095,0.4403096
90.38827,0.4410705
90.37989,0.4413242
90.31776,0.4430996
90.3175,0.4448751
90.31344,0.4451287
90.25105,0.4458896
90.24597,0.4461432
90.24445,0.4481723
90.24242,0.4494405
90.1851,0.4524841
90.16354,0.4547668
90.10571,0.456035
90.10445,0.4575568
90.0347,0.460854
90.02328,0.4611077
90.00933,0.4623758
89.95303,0.4628831
89.88708,0.4641513
89.88226,0.4644049
89.88023,0.4646586
89.86273,0.4649122
89.86248,0.4651658
89.86172,0.4654195
89.85335,0.4677022
89.80618,0.4684631
89.77675,0.4702385
89.75773,0.4704922
89.74606,0.4715067
89.73237,0.472014
89.72704,0.4730285
89.71715,0.4732821
89.69432,0.4735358
89.69128,0.4758185
89.65678,0.476833
89.6233,0.4791157
89.57613,0.4798766
89.53631,0.4801303
89.52971,0.4811448
89.51601,0.4813984
89.50713,0.4829202
89.48913,0.4831739
89.45743,0.4844421
89.43282,0.4846957
89.42876,0.4864711
89.40061,0.4867248
89.3755,0.4869784
89.37195,0.4890075
89.36383,0.4902757
89.34431,0.4907829
89.3022,0.492812
89.28394,0.4943338
89.271,0.4945874
89.21901,0.4948411
89.21444,0.4958556
89.21064,0.4968701
89.19745,0.4971238
89.19339,0.4981383
89.16778,0.498392
89.14038,0.4996601
89.1244,0.5014356
89.0511,0.5029574
89.03791,0.5037183
89.03538,0.5039719
88.97678,0.506001
88.974,0.5067619
88.96335,0.5070155
88.90324,0.5072692
88.8979,0.5098055
88.89512,0.5100591
88.82511,0.5110737
88.81902,0.5118346
88.74142,0.5120882
88.74065,0.5128491
88.73583,0.5146246
88.73558,0.5164
88.69703,0.5166536
88.66254,0.5176682
88.6562,0.5196973
88.58746,0.5202045
88.58391,0.5204582
88.58163,0.5209654
88.57249,0.5212191
88.56615,0.5227409
88.54992,0.5232481
88.53268,0.5235018
88.52253,0.5257845
88.4931,0.5260381
88.48879,0.5293354
88.47433,0.5308572
88.41676,0.532379
88.39089,0.5326326
88.38658,0.5346617
88.33281,0.5359299
88.30947,0.5374517
88.29832,0.5377053
88.25621,0.5389735
88.22578,0.5392271
88.21994,0.5394808
88.2136,0.5407489
88.17074,0.5425244
88.14207,0.5437925
88.10276,0.5442998
88.08704,0.5445535
88.07384,0.5448071
88.06649,0.5450607
88.05584,0.5460753
88.05203,0.5463289
88.04316,0.5465825
88.03885,0.5475971
88.03631,0.5478507
88.00917,0.5486116
87.98812,0.5488652
87.97214,0.5491189
87.94931,0.5493725
87.93688,0.550387
87.91913,0.5506407
87.91558,0.5508943
87.9138,0.551148
87.90949,0.5534307
87.90315,0.5536843
87.89072,0.5541916
87.88768,0.5544452
87.88692,0.5546988
87.88641,0.5549525
87.88489,0.5552061
87.87728,0.5567279
87.87678,0.5569815
87.87424,0.5572352
87.8684,0.5574888
87.84355,0.5577424
87.83974,0.5585034
87.83036,0.558757
87.82579,0.5590106
87.82021,0.5592643
87.81971,0.5595179
87.81768,0.5597715
87.81539,0.5600252
87.80702,0.5602788
87.80296,0.5605324
87.80119,0.5618006
87.79434,0.5620542
87.79384,0.5623079
87.79079,0.5625615
87.78927,0.5628151
87.78622,0.5630688
87.78293,0.5633224
87.78115,0.563576
87.77912,0.5638297
87.76061,0.5640833
87.76035,0.5643369
87.7596,0.5645906
87.75832,0.5648442
87.75503,0.5650979
87.75198,0.5668733
87.74007,0.5671269
87.73854,0.5673806
87.72916,0.5676342
87.72611,0.5678878
87.72408,0.5681415
87.71825,0.5683951
87.71546,0.5689024
87.71521,0.5694096
87.71368,0.5699169
87.70278,0.5704242
87.70202,0.5706778
87.69949,0.5711851
87.69897,0.5714387
87.6934,0.5716924
87.69061,0.571946
87.68655,0.5721996
87.67793,0.5724533
87.67716,0.5729605
87.67666,0.5732142
87.67463,0.5737214
87.67235,0.5739751
87.66448,0.5744823
87.66397,0.574736
87.65865,0.5749896
87.65713,0.5752432
87.64343,0.5754969
87.64267,0.5757505
87.6414,0.5760041
87.63861,0.5762578
87.63811,0.576765
87.62492,0.5770187
87.61883,0.5775259
87.61832,0.5777796
87.6168,0.5785405
87.61629,0.5787941
87.61578,0.5790478
87.61502,0.579555
87.61198,0.5798087
87.61122,0.5800623
87.6059,0.5805696
87.60133,0.5808232
87.59981,0.5810768
87.59879,0.5813305
87.59752,0.582345
87.5965,0.5825986
87.59321,0.5828523
87.5927,0.5831059
87.59042,0.5836132
87.5889,0.5838668
87.58865,0.5871641
87.58662,0.5874177
87.57774,0.5876713
87.57723,0.5884322
87.57698,0.5886859
87.57444,0.5904613
87.57343,0.5909686
87.57292,0.5914758
87.57114,0.5922368
87.56937,0.5924904
87.56277,0.592744
87.55821,0.5929977
87.55694,0.5937586
87.55592,0.5940122
87.55517,0.5947731
87.55441,0.5960413
87.54958,0.5962949
87.54933,0.5970558
87.54705,0.5973094
87.54552,0.5980703
87.54477,0.598324
87.54147,0.5990849
87.53944,0.5993385
87.53336,0.6003531
87.5331,0.6006067
87.53208,0.601114
87.53158,0.6016212
87.52422,0.6018749
87.52143,0.603143
87.52093,0.6036503
87.51864,0.6054258
87.51611,0.6069476
87.51433,0.6072012
87.51408,0.6084694
87.51357,0.6094839
87.51256,0.6097375
87.51078,0.6102448
87.50799,0.6104984
87.50748,0.6112593
87.50723,0.611513
87.50647,0.6117666
87.50621,0.6122739
87.5052,0.6125275
87.50494,0.6140493
87.50216,0.6145566
87.50165,0.6148102
87.49607,0.6150639
87.49581,0.6155711
87.49176,0.6158248
87.48795,0.6165857
87.48592,0.6168393
87.48313,0.6170929
87.48288,0.6183611
87.48161,0.6196293
87.4773,0.6206438
87.4735,0.6208975
87.47121,0.621912
87.46817,0.6221656
87.46487,0.6229265
87.46386,0.6231802
87.45929,0.6241947
87.45726,0.6254629
87.45599,0.6269847
87.45067,0.6272383
87.44483,0.6279992
87.44382,0.6292674
87.44331,0.6310428
87.43748,0.6312965
87.43596,0.6340865
87.4352,0.635101
87.43469,0.6363692
87.43266,0.6376373
87.42531,0.637891
87.42302,0.6381446
87.42226,0.6394128
87.41896,0.6396664
87.41541,0.640681
87.41516,0.6422028
87.40476,0.6434709
87.40096,0.6437246
87.39741,0.6439782
87.3969,0.6444855
87.3936,0.6447391
87.39132,0.6449927
87.38853,0.6460073
87.38599,0.6462609
87.38396,0.6465146
87.38092,0.6480364
87.37939,0.6490509
87.37534,0.6498118
87.36266,0.6515872
87.36164,0.6518409
87.36037,0.6526018
87.36012,0.6528554
87.35936,0.6536163
87.35708,0.6548845
87.35277,0.6561527
87.34972,0.6571672
87.34795,0.6576745
87.34617,0.6597036
87.33958,0.6602108
87.32309,0.6622399
87.32233,0.6624935
87.32131,0.6627472
87.3203,0.6630008
87.31776,0.664269
87.3165,0.6645226
87.31548,0.6650299
87.30254,0.6652835
87.30077,0.6660444
87.29697,0.6678199
87.28936,0.6683271
87.28707,0.6685808
87.2853,0.6688344
87.28479,0.669088
87.28429,0.6703562
87.282,0.6706098
87.27515,0.6708635
87.27338,0.6711171
87.27312,0.6716244
87.26805,0.671878
87.26501,0.6721316
87.26298,0.6723853
87.25714,0.6726389
87.25258,0.6736535
87.25208,0.6739071
87.24472,0.6759362
87.24371,0.6764434
87.2399,0.6766971
87.23965,0.6787261
87.23837,0.6807552
87.23457,0.6810089
87.23331,0.6812625
87.22493,0.6817698
87.20845,0.6820234
87.20566,0.6825307
87.19551,0.6827843
87.19373,0.6837988
87.19095,0.685067
87.18714,0.6860815
87.18055,0.6876034
87.17598,0.687857
87.16711,0.6901397
87.1524,0.690647
87.14631,0.6921688
87.14529,0.6936906
87.13667,0.6941979
87.13565,0.6949588
87.1283,0.6957197
87.12551,0.6962269
87.1141,0.6980024
87.11054,0.698256
87.08138,0.6985096
87.0763,0.6992705
87.07529,0.7002851
87.07123,0.7015533
87.06717,0.7023142
87.06692,0.7033287
87.06615,0.703836
87.06109,0.7040896
87.06007,0.7043432
87.05196,0.7061187
87.05043,0.7063723
87.04637,0.7066259
87.03725,0.7068796
87.03319,0.7071332
87.02888,0.7091623
87.02406,0.7099232
87.02253,0.7119523
87.02151,0.7124595
87.0205,0.7127132
86.9992,0.7129668
86.98753,0.7137277
86.97561,0.7152495
86.96318,0.7157568
86.95862,0.7160104
86.95684,0.717025
86.9538,0.7180395
86.95253,0.7182931
86.94594,0.7185468
86.94315,0.719054
86.93325,0.7193077
86.91499,0.7198149
86.91373,0.7203222
86.91042,0.7223513
86.90967,0.7226049
86.90257,0.7243804
86.89825,0.724634
86.89774,0.7264094
86.89597,0.727424
86.87618,0.7289458
86.8597,0.7291994
86.84448,0.7294531
86.84169,0.730214
86.83408,0.7304676
86.83002,0.7330039
86.82673,0.7337649
86.82216,0.7342721
86.81455,0.7347794
86.81176,0.7352867
86.79173,0.7370621
86.78386,0.7390912
86.78234,0.7393448
86.76637,0.7411203
86.76231,0.7413739
86.76028,0.7416275
86.75875,0.7418812
86.74303,0.7428957
86.741,0.7431493
86.73389,0.7436566
86.7169,0.7439102
86.71361,0.7441639
86.71284,0.7444175
86.71056,0.7461929
86.69484,0.7479684
86.68494,0.7499975
86.68266,0.7502511
86.67912,0.7505047
86.67556,0.7507584
86.66846,0.751012
86.66415,0.7520265
86.65704,0.7530411
86.65679,0.7532947
86.64233,0.7535483
86.64107,0.7543093
86.6398,0.7553238
86.62839,0.7555774
86.61317,0.7558311
86.60353,0.7560847
86.58856,0.7563383
86.58273,0.7576065
86.57918,0.7581138
86.57487,0.7588747
86.57309,0.7598892
86.57132,0.7611574
86.56751,0.761411
86.56447,0.7639474
86.55331,0.764201
86.54874,0.7644546
86.54748,0.7647083
86.54418,0.7649619
86.53429,0.7652155
86.52845,0.7654692
86.50968,0.7664837
86.50639,0.7672446
86.50258,0.7674982
86.50005,0.7677519
86.49345,0.7692737
86.49168,0.7700346
86.48863,0.77181
86.48711,0.7730782
86.4795,0.7733318
86.47823,0.7751073
86.47392,0.7753609
86.4582,0.7761218
86.44729,0.7763755
86.44399,0.77739
86.43511,0.7776436
86.43106,0.7799263
86.42294,0.78018
86.41787,0.7804336
86.41711,0.7824627
86.41254,0.7827163
86.40671,0.78297
86.40215,0.7842381
86.40012,0.7847454
86.38997,0.7852527
86.38464,0.7867745
86.37653,0.7870281
86.37551,0.7872817
86.3679,0.7898181
86.35598,0.7910863
86.34177,0.7915935
86.33721,0.7918472
86.32961,0.7921008
86.32909,0.7923544
86.32884,0.7943835
86.3154,0.7948908
86.30982,0.7953981
86.29815,0.7964126
86.29587,0.7966662
86.29511,0.7984417
86.28242,0.7986953
86.28116,0.7989489
86.27685,0.8017389
86.27583,0.8027535
86.27532,0.8032607
86.26188,0.8035144
86.25249,0.803768
86.24996,0.8042753
86.24743,0.8045289
86.24464,0.8050362
86.23576,0.8063043
86.21572,0.8068116
86.20988,0.8070652
86.20938,0.8073189
86.20913,0.8075725
86.2076,0.8078261
86.20659,0.8085871
86.19036,0.8088407
86.18782,0.8098552
86.183,0.8101089
86.17818,0.8106161
86.17311,0.8128988
86.1693,0.8139134
86.16804,0.814167
86.14496,0.8151816
86.1097,0.8164497
86.10716,0.8179715
86.1021,0.8182252
86.09296,0.8194933
86.08992,0.8200006
86.07851,0.8210151
86.06151,0.8212688
86.05618,0.8215224
86.04984,0.8230442
86.03767,0.8232979
86.03362,0.8235515
86.02702,0.8238051
86.02296,0.8240588
86.01434,0.8243124
85.99988,0.8258342
85.99658,0.8260878
85.98948,0.8265951
85.98821,0.8268487
85.9806,0.8271024
85.98009,0.8281169
85.97046,0.8293851
85.96336,0.8296387
85.94053,0.8298924
85.92049,0.8303996
85.91491,0.8324287
85.91466,0.8326823
85.90958,0.8354723
85.89944,0.8372478
85.89741,0.837755
85.8827,0.8380087
85.87408,0.8390232
85.87078,0.8392768
85.86748,0.8400377
85.84897,0.8423205
85.83501,0.8425741
85.83121,0.843335
85.8302,0.8438423
85.81701,0.8440959
85.8165,0.8446032
85.81599,0.8448568
85.81371,0.8451104
85.81345,0.8456177
85.80331,0.8463786
85.80077,0.8466322
85.79874,0.8468859
85.79545,0.8471395
85.7952,0.8479004
85.79139,0.848154
85.78911,0.848915
85.78683,0.8494222
85.76806,0.8501831
85.76096,0.8504368
85.73534,0.8506904
85.72417,0.8517049
85.72392,0.8529731
85.71986,0.8534804
85.71783,0.853734
85.70795,0.8555095
85.69805,0.856524
85.68993,0.8575385
85.67041,0.8580458
85.65392,0.8595676
85.63947,0.8600749
85.63008,0.8608358
85.61562,0.8626112
85.61131,0.8628649
85.6108,0.864133
85.60979,0.8643867
85.59052,0.8648939
85.58316,0.8654012
85.57504,0.8659085
85.57453,0.8661621
85.57327,0.8674303
85.54993,0.8676839
85.53319,0.8694594
85.53294,0.8704739
85.51721,0.8709812
85.50428,0.8714884
85.49464,0.8722493
85.47688,0.872503
85.46801,0.8740248
85.46775,0.8742784
85.44138,0.874532
85.4396,0.8747857
85.43224,0.8752929
85.42616,0.8758002
85.42337,0.8763075
85.42134,0.8768148
85.4188,0.8790975
85.39953,0.8796047
85.3942,0.8798584
85.3904,0.8803656
85.38811,0.8816338
85.37061,0.8818874
85.36757,0.8821411
85.34373,0.8834093
85.34195,0.8851847
85.33358,0.8861992
85.33282,0.8869601
85.32648,0.8872138
85.32445,0.887721
85.31481,0.8887356
85.30315,0.8892429
85.2859,0.8902574
85.28412,0.890511
85.27473,0.8915256
85.25039,0.8927937
85.23542,0.8930474
85.22984,0.8935546
85.22021,0.8943155
85.21107,0.8958373
85.20879,0.8963446
85.20397,0.8971055
85.20321,0.8986273
85.19434,0.8991346
85.18825,0.9006564
85.18369,0.90091
85.14411,0.9024318
85.12788,0.9029391
85.12433,0.9049682
85.11469,0.9052218
85.10556,0.9054755
85.09973,0.9057291
85.09922,0.9075045
85.08832,0.9082654
85.07792,0.9085191
85.0703,0.9087727
85.06523,0.9097873
85.0594,0.9100409
85.03302,0.9102945
85.01501,0.9105482
85.01476,0.9113091
85.01273,0.91207
84.99878,0.9125772
84.99244,0.9128309
84.98686,0.9133381
84.9828,0.9138454
84.98204,0.9156208
84.9341,0.9163818
84.92954,0.9179036
84.92117,0.9181572
84.91077,0.9184108
84.90874,0.919679
84.9024,0.9204399
84.89936,0.9206935
84.87501,0.9209472
84.83341,0.9212008
84.82834,0.9214544
84.82784,0.9232299
84.82682,0.9239908
84.82428,0.9247517
84.81388,0.9250053
84.80907,0.9262735
84.78243,0.9265271
84.7799,0.9280489
84.76899,0.9283026
84.76874,0.930078
84.75022,0.9308389
84.72993,0.9310926
84.71902,0.9333753
84.71445,0.9343898
84.70786,0.9348971
84.67692,0.9351507
84.66475,0.9361652
84.65334,0.9369262
84.62416,0.9376871
84.62391,0.9394625
84.61021,0.9397161
84.59601,0.9399698
84.58865,0.9402234
84.57293,0.9407307
84.56786,0.943267
84.56304,0.9435207
84.54731,0.9452961
84.53844,0.9458034
84.5326,0.9465643
84.51536,0.9483397
84.50952,0.9496079
84.50318,0.9506224
84.49989,0.9521442
84.48695,0.9523979
84.44891,0.9526515
84.43445,0.953666
84.43089,0.9559487
84.43064,0.9567096
84.41061,0.9569633
84.4101,0.9579778
84.4063,0.9594996
84.39031,0.9617823
84.39006,0.962036
84.38778,0.9633041
84.37357,0.9635578
84.35506,0.9638114
84.35176,0.9640651
84.34542,0.9655869
84.33401,0.966855
84.32716,0.9671087
84.31904,0.9673623
84.30534,0.9686305
84.30154,0.9698986
84.2914,0.9701523
84.27567,0.9721814
84.26679,0.972435
84.21733,0.9726886
84.21024,0.9737032
84.2044,0.9739568
84.20338,0.9742104
84.19096,0.9759859
84.18791,0.9772541
84.18639,0.9797904
84.13592,0.9805513
84.13414,0.9810586
84.12805,0.9815658
84.11385,0.9835949
84.10574,0.9851167
84.1032,0.9861313
84.10269,0.9863849
84.09306,0.9871458
84.08392,0.9876531
84.05424,0.9881603
84.05374,0.9886676
84.02457,0.9894285
