delta,pctl
3.306888,42.42089
3.306634,42.4214
3.305873,42.42165
3.305619,42.42216
3.305366,42.42241
3.305112,42.42267
3.304605,42.42317
3.304351,42.42343
3.304098,42.42546
3.303591,42.42622
3.303337,42.42647
3.303083,42.42672
3.30283,42.42698
3.302576,42.42723
3.302322,42.42749
3.301561,42.42774
3.300801,42.42825
3.300547,42.4285
3.300293,42.42875
3.30004,42.42926
3.299532,42.43053
3.299279,42.43104
3.299025,42.43129
3.298518,42.4318
3.298264,42.43205
3.298011,42.43307
3.297757,42.43332
3.297503,42.43357
3.29725,42.43408
3.296996,42.43484
3.296489,42.43509
3.296235,42.43535
3.294967,42.43586
3.294713,42.43611
3.294206,42.43636
3.293952,42.43712
3.293445,42.43763
3.292938,42.43788
3.292684,42.43865
3.292177,42.44017
3.291416,42.44093
3.291162,42.44194
3.290909,42.4427
3.290655,42.44499
3.290148,42.44549
3.289894,42.44625
3.289387,42.44651
3.28888,42.44702
3.288372,42.44752
3.288119,42.44828
3.287104,42.44879
3.286343,42.4493
3.285836,42.45031
3.285075,42.45057
3.284822,42.45183
3.284568,42.45336
3.284314,42.45361
3.28406,42.45437
3.283807,42.45488
3.282792,42.45691
3.282539,42.45741
3.282285,42.45767
3.282032,42.45792
3.281778,42.45919
3.281017,42.45995
3.280763,42.46046
3.28051,42.46122
3.279495,42.46173
3.278734,42.46249
3.277212,42.46325
3.276959,42.46376
3.276705,42.46477
3.276452,42.46528
3.275691,42.46604
3.275437,42.46629
3.275183,42.46655
3.273662,42.46731
3.272901,42.46857
3.272647,42.46959
3.271886,42.4701
3.271632,42.47035
3.271379,42.47086
3.271125,42.47111
3.270872,42.47162
3.270618,42.47187
3.270364,42.47415
3.269603,42.47441
3.269096,42.47466
3.268842,42.47492
3.268335,42.47517
3.267574,42.47542
3.267321,42.47593
3.267067,42.47644
3.266814,42.47796
3.266052,42.47847
3.265799,42.47872
3.265545,42.48075
3.264784,42.481
3.264531,42.48176
3.26377,42.48202
3.263516,42.48227
3.263263,42.48252
3.263009,42.48278
3.262502,42.48379
3.262248,42.48405
3.261994,42.48455
3.261487,42.48506
3.26098,42.48531
3.260473,42.48582
3.260219,42.48658
3.259712,42.48684
3.258951,42.4881
3.258444,42.48836
3.25819,42.48861
3.257936,42.48937
3.257683,42.48988
3.257429,42.49089
3.257175,42.49115
3.256668,42.4914
3.255654,42.49191
3.2554,42.49216
3.255146,42.49242
3.254893,42.49267
3.254385,42.49419
3.254132,42.49445
3.253878,42.4947
3.253624,42.49521
3.253371,42.49571
3.253117,42.49673
3.252864,42.49698
3.25261,42.49749
3.251849,42.49774
3.251342,42.49876
3.251088,42.49901
3.250834,42.49926
3.250581,42.49952
3.250327,42.50028
3.250074,42.50079
3.249313,42.50129
3.248805,42.50155
3.248044,42.50205
3.247537,42.50231
3.247283,42.50256
3.246776,42.50282
3.246523,42.50307
3.246269,42.50332
3.245508,42.50358
3.245255,42.50383
3.244747,42.50535
3.244493,42.50611
3.24424,42.50662
3.243986,42.50687
3.243479,42.50814
3.242718,42.5089
3.242211,42.50916
3.241704,42.50941
3.241196,42.50992
3.240182,42.51017
3.239421,42.51042
3.239167,42.51169
3.238914,42.51195
3.237899,42.5122
3.237138,42.51321
3.236631,42.51347
3.236377,42.51372
3.236124,42.51423
3.235616,42.5155
3.235109,42.51626
3.234855,42.51702
3.234602,42.51727
3.234095,42.51753
3.233334,42.51829
3.23308,42.51879
3.232065,42.51905
3.231812,42.51956
3.231558,42.52082
3.231051,42.52108
3.23029,42.52158
3.230036,42.52235
3.229783,42.52412
3.229529,42.52539
3.229275,42.52666
3.229022,42.52716
3.228007,42.52793
3.226993,42.52843
3.226739,42.52945
3.226485,42.52995
3.226232,42.53072
3.224964,42.53097
3.224203,42.53173
3.223949,42.53452
3.223696,42.53477
3.223442,42.53528
3.222935,42.53655
3.222681,42.5368
3.222427,42.5401
3.222174,42.54035
3.22192,42.54111
3.221667,42.54162
3.221159,42.54188
3.219891,42.54213
3.219637,42.54365
3.219384,42.54441
3.21913,42.54492
3.218877,42.54517
3.217608,42.54543
3.216087,42.54619
3.215833,42.54695
3.215579,42.5472
3.214818,42.54746
3.214565,42.54796
3.214311,42.54847
3.213043,42.54898
3.212789,42.54974
3.212536,42.54999
3.209238,42.55075
3.208985,42.55177
3.208224,42.55253
3.20797,42.55278
3.207463,42.55405
3.207209,42.5543
3.206702,42.55456
3.206448,42.55506
3.205688,42.55532
3.20518,42.55633
3.204166,42.55659
3.203912,42.55735
3.203658,42.55811
3.203405,42.55963
3.203151,42.55988
3.202644,42.56014
3.201629,42.5609
3.201122,42.56115
3.200868,42.5614
3.200615,42.56166
3.200361,42.56242
3.200108,42.56267
3.199854,42.56293
3.199347,42.56318
3.198586,42.56369
3.198332,42.56394
3.198078,42.56546
3.197064,42.56622
3.19681,42.56749
3.196557,42.56775
3.196303,42.56851
3.196049,42.57028
3.195288,42.57155
3.194781,42.57256
3.194528,42.57307
3.194274,42.57333
3.19402,42.57409
3.192498,42.57459
3.192245,42.57535
3.191738,42.57561
3.191484,42.57713
3.19123,42.57738
3.190977,42.57814
3.190723,42.5784
3.189962,42.57916
3.189708,42.57941
3.188694,42.57967
3.18844,42.57992
3.188187,42.58043
3.186411,42.58119
3.186158,42.5822
3.185904,42.58271
3.185143,42.58322
3.18489,42.58347
3.184636,42.58372
3.184129,42.58423
3.183621,42.58449
3.183368,42.58525
3.18286,42.58651
3.182607,42.58728
3.182353,42.58753
3.1821,42.58804
3.181846,42.58829
3.181592,42.58854
3.181085,42.58905
3.180578,42.58981
3.18007,42.59133
3.179817,42.59235
3.179563,42.59286
3.17931,42.59463
3.179056,42.5959
3.178295,42.59615
3.177788,42.59691
3.177534,42.59717
3.17728,42.59742
3.177027,42.59767
3.176773,42.59793
3.17652,42.59844
3.175759,42.60046
3.17449,42.60072
3.173476,42.60148
3.172461,42.60199
3.171954,42.60224
3.1717,42.60427
3.171193,42.60478
3.170432,42.60503
3.169925,42.60554
3.168403,42.60579
3.167896,42.60604
3.167642,42.60655
3.167135,42.60706
3.166121,42.60757
3.165867,42.60833
3.165613,42.60858
3.165106,42.60934
3.164852,42.6101
3.164599,42.61036
3.164345,42.61112
3.163838,42.61188
3.163584,42.61315
3.163331,42.61391
3.163077,42.61441
3.162823,42.61467
3.162062,42.61518
3.161809,42.61543
3.161555,42.61568
3.160541,42.61644
3.160033,42.61797
3.15978,42.61822
3.159526,42.61949
3.159272,42.61999
3.158765,42.6205
3.158258,42.62101
3.157751,42.62177
3.157497,42.62202
3.157243,42.62228
3.15699,42.62253
3.156229,42.62278
3.155975,42.62355
3.155721,42.6238
3.155214,42.62405
3.154961,42.62431
3.154707,42.62456
3.1542,42.62507
3.153185,42.62532
3.151663,42.62557
3.150395,42.6276
3.149888,42.62811
3.149634,42.62836
3.149127,42.62887
3.148873,42.62913
3.147605,42.62938
3.147098,42.63014
3.146844,42.6309
3.146591,42.63166
3.146337,42.63192
3.146083,42.63217
3.14583,42.63268
3.145576,42.63293
3.145323,42.63344
3.144308,42.63369
3.144054,42.63445
3.143801,42.63471
3.143547,42.63648
3.14304,42.63699
3.142279,42.63724
3.142025,42.63775
3.141518,42.63851
3.141264,42.63876
3.139996,42.63902
3.139743,42.63927
3.139489,42.64029
3.138982,42.64105
3.138474,42.64155
3.138221,42.64181
3.137967,42.64206
3.13746,42.64257
3.136953,42.64308
3.136192,42.64409
3.135938,42.64434
3.13467,42.64637
3.134416,42.64663
3.134163,42.64764
3.133909,42.64789
3.133655,42.64815
3.133148,42.6484
3.132641,42.64942
3.132387,42.65043
3.132133,42.65068
3.13188,42.65221
3.131372,42.65322
3.131119,42.65424
3.130358,42.65474
3.130104,42.655
3.129851,42.65601
3.129344,42.65753
3.12909,42.65829
3.128329,42.65905
3.128075,42.65931
3.127822,42.66032
3.127314,42.66058
3.126807,42.66108
3.126554,42.66184
3.1263,42.6621
3.126046,42.66286
3.125539,42.66387
3.125285,42.66413
3.124524,42.66438
3.123764,42.66463
3.12351,42.6654
3.123003,42.66565
3.122749,42.66666
3.122495,42.66692
3.121988,42.66717
3.121481,42.66819
3.120974,42.66869
3.120213,42.66945
3.119959,42.66971
3.119705,42.67326
3.119198,42.67377
3.118437,42.67402
3.118184,42.67427
3.117423,42.67503
3.117169,42.67554
3.116662,42.67579
3.116154,42.67681
3.115647,42.67732
3.115394,42.67833
3.114633,42.67935
3.114379,42.6796
3.114125,42.67985
3.112604,42.68011
3.111589,42.68036
3.111336,42.68112
3.111082,42.68137
3.110828,42.68163
3.110574,42.68188
3.110321,42.68315
3.110067,42.68492
3.10956,42.68543
3.109306,42.68619
3.109053,42.68695
3.108799,42.68797
3.108292,42.68974
3.107785,42.69
3.107531,42.69025
3.107277,42.6905
3.10677,42.69076
3.106516,42.69177
3.106263,42.69203
3.106009,42.69228
3.105756,42.69253
3.105248,42.69279
3.104741,42.69304
3.104487,42.69532
3.104234,42.69634
3.10398,42.69735
3.103726,42.69761
3.103219,42.69786
3.102966,42.69913
3.102458,42.69964
3.101951,42.70014
3.101697,42.7004
3.100176,42.70065
3.099415,42.7009
3.098907,42.70116
3.098654,42.70293
3.097639,42.70319
3.097386,42.70344
3.096371,42.70395
3.096117,42.70471
3.095356,42.70648
3.095103,42.7075
3.094088,42.70801
3.093327,42.70826
3.091045,42.70851
3.090791,42.70953
3.090537,42.71003
3.089523,42.71029
3.088762,42.71054
3.088508,42.71105
3.088001,42.7113
3.087494,42.71181
3.08724,42.71232
3.086987,42.71282
3.086226,42.71333
3.084704,42.71384
3.08445,42.71485
3.083689,42.71536
3.083182,42.71587
3.082928,42.71612
3.082421,42.71638
3.082167,42.71688
3.081914,42.71764
3.08166,42.71815
3.081153,42.71866
3.080138,42.71891
3.079885,42.71967
3.079124,42.7217
3.07887,42.72196
3.078617,42.72221
3.078109,42.72272
3.077602,42.72297
3.076841,42.72322
3.076587,42.72398
3.076334,42.72449
3.07608,42.72525
3.075827,42.72551
3.075066,42.72627
3.074558,42.72677
3.074305,42.72728
3.074051,42.72754
3.073544,42.72779
3.07329,42.72804
3.072783,42.72982
3.072529,42.73007
3.072276,42.73058
3.072022,42.73109
3.071261,42.73159
3.070754,42.73185
3.0705,42.73261
3.070247,42.73337
3.069232,42.73388
3.068725,42.73413
3.068471,42.73489
3.068218,42.7354
3.067457,42.73591
3.067203,42.73743
3.065935,42.73819
3.065681,42.7387
3.065428,42.7392
3.065174,42.74047
3.064413,42.74072
3.063145,42.74098
3.062384,42.74174
3.061877,42.74225
3.061623,42.7425
3.061116,42.74275
3.060862,42.74402
3.060609,42.74478
3.060101,42.74504
3.059848,42.74529
3.059594,42.74554
3.059087,42.7458
3.058579,42.74605
3.058072,42.7463
3.057311,42.74757
3.056804,42.74783
3.056297,42.74833
3.056043,42.74859
3.055789,42.74935
3.055536,42.74986
3.055282,42.75036
3.055029,42.75062
3.054521,42.75087
3.054268,42.75214
3.053507,42.75239
3.053253,42.75265
3.052999,42.7529
3.052746,42.75417
3.052492,42.75442
3.052238,42.75493
3.051731,42.75544
3.051224,42.75569
3.050463,42.75696
3.05021,42.75823
3.049956,42.75899
3.049448,42.75924
3.049195,42.76
3.048941,42.76025
3.048688,42.76051
3.048434,42.76127
3.04818,42.76152
3.047927,42.76203
3.04742,42.76304
3.047166,42.76381
3.046912,42.76406
3.046659,42.76482
3.046405,42.76583
3.045137,42.7666
3.04463,42.76685
3.044376,42.76761
3.044122,42.76786
3.043615,42.76837
3.043108,42.76939
3.042854,42.77015
3.042347,42.77167
3.042093,42.77192
3.041586,42.77294
3.041079,42.77319
3.040825,42.7737
3.040318,42.77395
3.039557,42.77522
3.03905,42.77573
3.038796,42.77725
3.038542,42.77826
3.038035,42.77852
3.037274,42.77902
3.03702,42.78004
3.036767,42.78029
3.036513,42.78055
3.036006,42.78105
3.035499,42.78156
3.035245,42.78207
3.034992,42.78232
3.034484,42.78536
3.033723,42.78587
3.03347,42.78638
3.032202,42.78765
3.031948,42.78815
3.031187,42.78892
3.03068,42.78917
3.030426,42.78968
3.029412,42.79196
3.028904,42.79272
3.028651,42.79297
3.028397,42.79323
3.028143,42.7945
3.02789,42.79551
3.027382,42.79576
3.027129,42.79602
3.026875,42.79678
3.026368,42.79779
3.0251,42.79855
3.024339,42.79982
3.024085,42.80008
3.023832,42.80109
3.023578,42.80134
3.023071,42.80185
3.02231,42.80312
3.022056,42.80337
3.021549,42.80439
3.021295,42.80667
3.020788,42.80692
3.020281,42.80768
3.019773,42.80819
3.019266,42.80921
3.019012,42.80997
3.018505,42.81098
3.018252,42.8125
3.017491,42.81276
3.017237,42.81326
3.01673,42.81453
3.016476,42.81529
3.015969,42.81605
3.015715,42.81732
3.015462,42.81834
3.014954,42.81859
3.014701,42.81884
3.014447,42.8191
3.014193,42.82037
3.013686,42.82062
3.013433,42.82087
3.012164,42.82113
3.011911,42.82138
3.011403,42.82239
3.010643,42.82392
3.010389,42.82417
3.010135,42.82493
3.009881,42.82518
3.009628,42.82569
3.009374,42.82696
3.009121,42.82721
3.008867,42.82772
3.008613,42.82797
3.00836,42.82823
3.008106,42.82899
3.007853,42.82975
3.007599,42.83
3.007345,42.83026
3.006331,42.83102
3.005823,42.83153
3.00557,42.83254
3.005316,42.83355
3.005063,42.83457
3.004555,42.83482
3.004302,42.83584
3.004048,42.83609
3.003794,42.83634
3.003541,42.83685
3.003287,42.83837
3.003033,42.83964
3.00278,42.84167
3.002526,42.84218
3.002273,42.84269
3.002019,42.84294
3.001765,42.84345
3.001258,42.84471
3.000497,42.84497
2.99999,42.84573
2.999736,42.84649
2.999229,42.84674
2.998214,42.847
2.997961,42.84725
2.997707,42.8475
2.9972,42.84801
2.996693,42.84877
2.996185,42.84903
2.995932,42.84928
2.995678,42.84979
2.995171,42.8508
2.994663,42.85106
2.99441,42.85207
2.994156,42.85232
2.993903,42.85258
2.993649,42.85283
2.993395,42.85308
2.993142,42.85359
2.992888,42.85461
2.992381,42.85486
2.991874,42.85511
2.99162,42.85562
2.990605,42.85638
2.990098,42.85689
2.989337,42.85714
2.98883,42.85841
2.988576,42.85866
2.988323,42.85892
2.988069,42.85917
2.987815,42.85993
2.987562,42.86196
2.987055,42.86222
2.986801,42.86247
2.986547,42.86272
2.986294,42.86298
2.98604,42.86323
2.985786,42.86348
2.985533,42.86424
2.985279,42.8645
2.985025,42.86475
2.984518,42.86551
2.984265,42.86577
2.984011,42.86653
2.983757,42.86754
2.982996,42.86906
2.982743,42.86932
2.981728,42.86982
2.981475,42.87033
2.981221,42.8716
2.980714,42.87185
2.98046,42.87211
2.980206,42.87261
2.979192,42.87287
2.978685,42.87363
2.977924,42.87439
2.97767,42.87464
2.977416,42.8749
2.977163,42.8754
2.976655,42.87566
2.976402,42.87591
2.975641,42.87642
2.975134,42.87769
2.974119,42.87819
2.973866,42.87896
2.973104,42.87946
2.972851,42.87997
2.972344,42.88048
2.97209,42.88073
2.971836,42.88098
2.971329,42.88124
2.970568,42.88175
2.970061,42.882
2.969046,42.88276
2.968539,42.88301
2.968286,42.88352
2.967778,42.88377
2.967525,42.88454
2.967017,42.8858
2.966764,42.88606
2.96651,42.88656
2.964481,42.88834
2.964227,42.8891
2.963466,42.89037
2.963213,42.89113
2.962959,42.89164
2.962706,42.89214
2.962198,42.8924
2.961945,42.89265
2.961437,42.89341
2.960676,42.89417
2.960169,42.89595
2.959155,42.8962
2.958394,42.89671
2.957886,42.89899
2.957379,42.89925
2.956365,42.8995
2.956111,42.90102
2.955604,42.90128
2.955096,42.90153
2.954843,42.90229
2.953828,42.90305
2.953321,42.9033
2.952814,42.90483
2.952053,42.90508
2.951799,42.90559
2.951546,42.90584
2.951292,42.9066
2.951038,42.90711
2.950785,42.90736
2.950278,42.90812
2.950024,42.90939
2.949517,42.91066
2.949263,42.91167
2.948756,42.91218
2.948502,42.91294
2.948248,42.91345
2.947995,42.9137
2.947741,42.91421
2.947488,42.91446
2.946727,42.91624
2.946473,42.91649
2.946219,42.91827
2.945966,42.91954
2.944951,42.91979
2.944444,42.92004
2.94419,42.92081
2.943937,42.92207
2.943683,42.92309
2.943176,42.92385
2.942922,42.9241
2.942668,42.92461
2.942415,42.92588
2.942161,42.92639
2.941908,42.92715
2.941654,42.92765
2.9414,42.92791
2.940386,42.92918
2.940132,42.92943
2.939371,42.92968
2.938103,42.92994
2.937596,42.93019
2.937088,42.9312
2.936581,42.93146
2.936327,42.93171
2.936074,42.93197
2.935567,42.93222
2.935059,42.93247
2.934806,42.93273
2.934299,42.93298
2.934045,42.93323
2.933791,42.93349
2.933537,42.93399
2.933284,42.9345
2.93303,42.93476
2.932523,42.93552
2.932269,42.93577
2.932016,42.93628
2.931509,42.93678
2.931255,42.93704
2.930748,42.9378
2.93024,42.93856
2.929479,42.93932
2.929226,42.94008
2.928719,42.94059
2.928465,42.94084
2.927958,42.9411
2.927197,42.94211
2.926689,42.94312
2.926182,42.94363
2.925929,42.94439
2.925675,42.94515
2.925421,42.94566
2.924914,42.94591
2.92466,42.94617
2.924407,42.94642
2.924153,42.94668
2.923899,42.94769
2.923646,42.94845
2.923392,42.9487
2.923139,42.94921
2.922885,42.94972
2.922631,42.95099
2.92187,42.95124
2.921363,42.95149
2.921109,42.952
2.920856,42.95226
2.920602,42.95251
2.920349,42.95276
2.920095,42.95327
2.919841,42.95403
2.919334,42.95505
2.91908,42.95631
2.918573,42.95657
2.918319,42.95682
2.917559,42.95707
2.916037,42.9586
2.915529,42.95885
2.915276,42.9591
2.913247,42.95961
2.912993,42.95986
2.91274,42.96037
2.912232,42.96063
2.911979,42.96088
2.911471,42.96189
2.911218,42.96215
2.910964,42.9624
2.910203,42.96291
2.90995,42.96316
2.909696,42.96367
2.909442,42.96392
2.908174,42.96418
2.907667,42.96468
2.907413,42.96494
2.90716,42.96519
2.906652,42.96621
2.906145,42.96671
2.905891,42.96697
2.905638,42.96722
2.905131,42.96773
2.904877,42.96925
2.904623,42.9695
2.904116,42.96976
2.903862,42.97077
2.903609,42.97128
2.903355,42.97204
2.903101,42.97255
2.902594,42.97331
2.902341,42.97356
2.90158,42.97381
2.901326,42.97407
2.901072,42.97432
2.900311,42.97483
2.900058,42.97534
2.899043,42.97559
2.89879,42.9761
2.898536,42.97686
2.898282,42.97838
2.898029,42.98016
2.897521,42.98117
2.897268,42.98168
2.897014,42.98218
2.89676,42.98371
2.895746,42.98396
2.895492,42.98421
2.895239,42.98447
2.894985,42.98472
2.894224,42.98523
2.89397,42.98574
2.893463,42.9865
2.892956,42.987
2.892702,42.98726
2.892449,42.98776
2.892195,42.98827
2.891688,42.99005
2.890927,42.99081
2.890673,42.99106
2.89042,42.99157
2.889912,42.99182
2.889152,42.99208
2.888644,42.99309
2.888391,42.99436
2.888137,42.99461
2.886362,42.99613
2.886108,42.99639
2.885854,42.99664
2.885601,42.9969
2.884332,42.99715
2.883572,42.9974
2.883318,42.99766
2.883064,42.99816
2.882811,42.99867
2.882557,42.99994
2.882303,43.00045
2.881542,43.0007
2.881035,43.00095
2.880782,43.00197
2.880274,43.00222
2.879514,43.00298
2.87926,43.00324
2.878752,43.00552
2.878499,43.00653
2.877992,43.00679
2.877484,43.00806
2.877231,43.00882
2.87647,43.00932
2.875962,43.01034
2.875709,43.01059
2.875202,43.0111
2.874948,43.01186
2.874694,43.01287
2.874187,43.01364
2.873934,43.01414
2.87368,43.0144
2.872665,43.0149
2.872412,43.01541
2.872158,43.0182
2.871904,43.01845
2.871397,43.01871
2.871144,43.01947
2.87089,43.01998
2.869875,43.02074
2.869368,43.02175
2.868354,43.02226
2.8681,43.02251
2.867846,43.02327
2.867339,43.02353
2.866832,43.02378
2.866324,43.02403
2.86531,43.02429
2.865056,43.02505
2.864803,43.0253
2.864295,43.02632
2.864042,43.02682
2.863534,43.02708
2.862774,43.02759
2.86252,43.02987
2.862266,43.03114
2.861252,43.0324
2.860998,43.03317
2.860744,43.03342
2.860491,43.03367
2.858208,43.03418
2.857955,43.03443
2.85694,43.03519
2.856433,43.03545
2.855925,43.03596
2.855165,43.03672
2.853896,43.03697
2.853389,43.03722
2.853135,43.03773
2.852882,43.03824
2.852628,43.03951
2.852375,43.03976
2.852121,43.04027
2.851867,43.04077
2.85136,43.04179
2.851106,43.04204
2.850853,43.0423
2.850599,43.0428
2.850345,43.04306
2.850092,43.04356
2.849585,43.04483
2.849077,43.04534
2.848824,43.04585
2.84857,43.0461
2.848316,43.04661
2.847809,43.04737
2.847555,43.04762
2.847302,43.04788
2.847048,43.04838
2.846795,43.04864
2.84578,43.04991
2.845526,43.05117
2.845019,43.05143
2.844512,43.05193
2.844258,43.05244
2.844005,43.05371
2.843751,43.05447
2.843244,43.05472
2.84299,43.05498
2.842483,43.05523
2.841468,43.05549
2.840707,43.05574
2.840454,43.0565
2.8402,43.05904
2.839947,43.05954
2.839439,43.0603
2.838932,43.06056
2.838425,43.06081
2.837664,43.06107
2.83741,43.06157
2.837157,43.06183
2.835888,43.06208
2.835381,43.06233
2.83462,43.06259
2.834367,43.06309
2.834113,43.0636
2.833859,43.06462
2.833606,43.06487
2.833352,43.06538
2.833098,43.06563
2.832845,43.06614
2.832337,43.06639
2.832084,43.06665
2.83183,43.06715
2.831069,43.06741
2.830816,43.06766
2.830562,43.06791
2.829801,43.06817
2.829547,43.06867
2.829294,43.06893
2.828787,43.07121
2.828279,43.07146
2.827518,43.07172
2.827265,43.07349
2.826757,43.07425
2.825743,43.07476
2.825236,43.07501
2.824728,43.07552
2.823967,43.07578
2.823714,43.07603
2.823207,43.07628
2.822699,43.07679
2.822446,43.07806
2.821685,43.07907
2.821431,43.07958
2.820924,43.07983
2.82067,43.08034
2.820416,43.08186
2.820163,43.08212
2.819909,43.08262
2.819656,43.08338
2.819148,43.08364
2.818641,43.08415
2.818388,43.0844
2.818134,43.08491
2.817626,43.08617
2.817373,43.0877
2.817119,43.08846
2.816612,43.08896
2.816358,43.08922
2.815851,43.08947
2.815598,43.09074
2.815344,43.09125
2.814329,43.0915
2.813568,43.09201
2.813315,43.09226
2.813061,43.09252
2.8123,43.09328
2.811793,43.09429
2.811286,43.09556
2.810525,43.09607
2.810018,43.09708
2.80951,43.09784
2.809257,43.09835
2.809003,43.09911
2.808749,43.10038
2.807988,43.10089
2.807481,43.10291
2.807228,43.10342
2.80672,43.10393
2.806213,43.1052
2.805706,43.10545
2.805198,43.10672
2.804691,43.10697
2.804438,43.10773
2.804184,43.10849
2.803677,43.10875
2.803169,43.10976
2.802662,43.11002
2.802408,43.11027
2.802155,43.11052
2.801648,43.11078
2.801394,43.11128
2.800887,43.11154
2.800633,43.11205
2.799872,43.11255
2.799618,43.11331
2.799111,43.11382
2.798858,43.11407
2.79835,43.11509
2.798097,43.1156
2.79759,43.1161
2.797336,43.11661
2.797082,43.11788
2.796829,43.11813
2.796575,43.11839
2.796321,43.1194
2.796068,43.11965
2.795814,43.11991
2.795307,43.12016
2.795053,43.12042
2.794546,43.12118
2.794039,43.12143
2.793024,43.12321
2.792517,43.12346
2.791756,43.12371
2.791502,43.12498
2.790488,43.1265
2.790234,43.12726
2.789727,43.12802
2.78922,43.12879
2.788966,43.12929
2.788712,43.12955
2.787698,43.13005
2.786683,43.13031
2.786176,43.13056
2.785415,43.13081
2.785161,43.13183
2.7844,43.13259
2.784147,43.13284
2.78364,43.1331
2.783386,43.13335
2.782879,43.13386
2.782118,43.13487
2.780849,43.13563
2.780089,43.13614
2.779835,43.1369
2.779328,43.13741
2.779074,43.13766
2.778313,43.13842
2.778059,43.13868
2.777806,43.13893
2.777552,43.13918
2.777299,43.13969
2.775523,43.13995
2.77527,43.14045
2.775016,43.14071
2.774509,43.14197
2.773748,43.14223
2.772987,43.14248
2.772733,43.14274
2.772226,43.14324
2.771972,43.14426
2.771719,43.14476
2.770958,43.14527
2.770704,43.14654
2.770197,43.14705
2.769943,43.14781
2.769182,43.14832
2.768929,43.14882
2.768675,43.14908
2.766646,43.15085
2.766392,43.15111
2.766139,43.15187
2.765631,43.15212
2.765124,43.15288
2.764871,43.15313
2.764363,43.15339
2.76411,43.15364
2.763856,43.1539
2.763602,43.15415
2.763349,43.15491
2.763095,43.15516
2.762588,43.15542
2.761827,43.15643
2.76132,43.15669
2.761066,43.15694
2.760813,43.15719
2.760559,43.15821
2.759544,43.15973
2.759291,43.16024
2.759037,43.16074
2.758783,43.16201
2.75853,43.16227
2.757769,43.16252
2.757515,43.16277
2.757008,43.16353
2.756247,43.16455
2.755993,43.1648
2.755486,43.16506
2.754979,43.16708
2.754472,43.16759
2.754218,43.16835
2.753964,43.16911
2.753457,43.17013
2.75295,43.1714
2.752443,43.17165
2.752189,43.1719
2.751935,43.17343
2.751682,43.17469
2.751428,43.1752
2.750667,43.17571
2.750413,43.17622
2.749906,43.17672
2.749653,43.17698
2.748892,43.17723
2.748384,43.17774
2.747877,43.17799
2.747116,43.18053
2.746863,43.18078
2.746609,43.18154
2.746355,43.18256
2.746102,43.18306
2.745594,43.18357
2.745341,43.18382
2.74458,43.18433
2.744326,43.18459
2.743565,43.18509
2.743058,43.18636
2.742804,43.18661
2.742551,43.18687
2.742297,43.18738
2.742043,43.18763
2.74179,43.18864
2.741536,43.18915
2.741282,43.18991
2.741029,43.19093
2.740522,43.19194
2.739507,43.19245
2.739254,43.1927
2.738746,43.19296
2.738492,43.19321
2.737985,43.19346
2.737732,43.19524
2.736717,43.19575
2.736464,43.196
2.73621,43.19625
2.735703,43.19701
2.734688,43.19752
2.734434,43.19803
2.734181,43.19879
2.733927,43.20006
2.733166,43.20031
2.732913,43.20056
2.732659,43.20082
2.732152,43.20107
2.731644,43.20209
2.731391,43.20335
2.730884,43.20513
2.73063,43.20538
2.730123,43.20614
2.729869,43.2064
2.729108,43.20665
2.728601,43.2069
2.728347,43.20716
2.728094,43.20741
2.72784,43.20792
2.727586,43.20817
2.726825,43.20868
2.726572,43.21172
2.726318,43.21223
2.726064,43.21274
2.725304,43.21401
2.724796,43.21426
2.724543,43.21477
2.724289,43.21502
2.723782,43.21527
2.723021,43.21553
2.722514,43.21604
2.72226,43.21654
2.722006,43.2168
2.721499,43.2173
2.720992,43.21832
2.720738,43.21857
2.720231,43.21933
2.71947,43.22111
2.718963,43.22187
2.718456,43.22212
2.718202,43.22263
2.717948,43.22415
2.716934,43.22441
2.716426,43.22491
2.716173,43.22517
2.715919,43.22542
2.715412,43.22694
2.715158,43.22745
2.714651,43.22821
2.714397,43.22846
2.713636,43.22872
2.712876,43.22897
2.712622,43.23024
2.712368,43.231
2.711861,43.23151
2.711354,43.23176
2.710593,43.23201
2.710086,43.23278
2.709832,43.23303
2.709578,43.23354
2.709325,43.23379
2.709071,43.23404
2.70831,43.23455
2.708056,43.23658
2.707549,43.23683
2.707042,43.23709
2.706788,43.23759
2.706535,43.2381
2.706281,43.23836
2.705774,43.23861
2.70552,43.23912
2.705013,43.23937
2.704759,43.23988
2.704506,43.24089
2.704252,43.24115
2.703998,43.24191
2.703491,43.24216
2.703237,43.24241
2.702984,43.24292
2.70273,43.24419
2.702477,43.2452
2.702223,43.24546
2.701969,43.24698
2.700701,43.24825
2.700447,43.24901
2.69994,43.24977
2.699687,43.25002
2.698925,43.25028
2.698672,43.25078
2.698418,43.25104
2.697404,43.25129
2.69715,43.25256
2.696389,43.25281
2.696136,43.25408
2.695628,43.2551
2.694867,43.25535
2.694614,43.25662
2.693853,43.25738
2.693599,43.25763
2.693346,43.25865
2.692838,43.25915
2.691063,43.26042
2.690556,43.26068
2.690302,43.26093
2.690048,43.26118
2.689541,43.26245
2.689034,43.2627
2.68878,43.26296
2.688273,43.26347
2.688019,43.26423
2.687766,43.26499
2.687512,43.26575
2.686751,43.266
2.686497,43.26626
2.685483,43.26651
2.685229,43.26727
