acc,pctl
96.28,82.74032
96.27,82.80915
96.26,82.88544
96.25,82.96574
96.24,83.01696
96.23,83.12339
96.22,83.13513
96.21,83.17728
96.2,83.26184
96.19,83.32426
96.18,83.39069
96.17,83.40669
96.15,83.61957
96.14,83.62544
96.13,83.66278
96.12,83.77055
96.11,83.78149
96.1,83.85912
96.09,83.91994
96.08,84.02451
96.07,84.03598
96.06,84.08026
96.05,84.15922
96.04,84.22218
96.03,84.29474
96.02,84.31314
96.01,84.31341
96,84.53402
95.99,84.53429
95.98,84.55323
95.97,84.61885
95.96,84.68127
95.95,84.76504
95.94,84.76984
95.93,84.82639
95.92,84.91736
95.91,84.93256
95.9,84.98325
95.89,85.05554
95.88,85.1273
95.87,85.17158
95.86,85.20706
95.85,85.21533
95.83,85.41833
95.82,85.41913
95.81,85.44581
95.8,85.52264
95.79,85.58453
95.78,85.60187
95.77,85.68003
95.76,85.73925
95.75,85.74245
95.74,85.84008
95.73,85.90491
95.72,85.91104
95.71,85.99854
95.7,86.06203
95.69,86.10177
95.68,86.15059
95.67,86.15753
95.65,86.34639
95.63,86.37174
95.62,86.40161
95.61,86.4443
95.6,86.51765
95.59,86.58941
95.58,86.6465
95.57,86.66917
95.56,86.76281
95.55,86.76307
95.54,86.8279
95.53,86.83777
95.52,86.90499
95.51,86.97835
95.5,87.0285
95.49,87.05704
95.48,87.08879
95.47,87.08959
95.45,87.2966
95.44,87.29793
95.43,87.31047
95.42,87.35875
95.41,87.40783
95.4,87.46972
95.39,87.49053
95.38,87.56869
95.37,87.61457
95.36,87.63325
95.35,87.72848
95.34,87.73328
95.33,87.79517
95.32,87.80531
95.31,87.8744
95.3,87.89147
95.29,87.95976
95.28,88.03659
95.27,88.07314
95.26,88.0806
95.24,88.27401
95.22,88.27721
95.21,88.31135
95.2,88.34336
95.19,88.38578
95.18,88.441
95.17,88.46261
95.16,88.52343
95.15,88.58398
95.14,88.60772
95.13,88.60826
95.12,88.71336
95.11,88.7211
95.1,88.78485
95.09,88.79632
95.08,88.85474
95.07,88.87635
95.06,88.9345
95.05,88.99079
95.04,89.03534
95.03,89.05481
95.02,89.05802
95,89.23701
94.98,89.23941
94.97,89.26102
94.96,89.3077
94.95,89.35625
94.94,89.41201
94.93,89.43521
94.92,89.49497
94.91,89.4963
94.9,89.55632
94.89,89.58353
94.88,89.5846
94.87,89.6673
94.86,89.67557
94.85,89.73292
94.84,89.74866
94.83,89.80334
94.82,89.80921
94.81,89.88444
94.8,89.89057
94.79,89.92899
94.78,89.98554
94.77,90.00315
94.76,90.00848
94.74,90.17467
94.72,90.17548
94.71,90.19121
94.7,90.22349
94.69,90.25577
94.68,90.29525
94.67,90.3478
94.66,90.36968
94.65,90.37288
94.64,90.4233
94.63,90.43877
94.62,90.49932
94.61,90.50839
94.59,90.59402
94.58,90.60496
94.57,90.66391
94.56,90.67779
94.55,90.73327
94.54,90.73887
94.53,90.76288
94.52,90.80396
94.51,90.85038
94.5,90.87866
94.49,90.9
94.48,90.93121
94.47,90.93414
94.44,91.0934
94.42,91.0974
94.41,91.12541
94.4,91.14675
94.39,91.1825
94.38,91.23371
94.37,91.28146
94.36,91.28413
94.35,91.30654
94.34,91.35963
94.33,91.37563
94.32,91.41191
94.31,91.43619
94.3,91.44926
94.29,91.52848
94.27,91.53996
94.26,91.5621
94.25,91.59998
94.24,91.61785
94.23,91.66693
94.22,91.67227
94.21,91.69868
94.2,91.74163
94.19,91.79845
94.18,91.80245
94.17,91.847
94.16,91.87261
94.15,91.88168
94.14,91.88328
94.12,92.03853
94.09,92.0436
94.08,92.06174
94.07,92.09295
94.06,92.12149
94.05,92.16738
94.04,92.17778
94.03,92.21806
94.02,92.23753
94.01,92.24394
94,92.29729
93.99,92.30076
93.98,92.34957
93.97,92.37065
93.96,92.38505
93.95,92.38612
93.94,92.46481
93.93,92.46561
93.92,92.47895
93.91,92.49923
93.9,92.54351
93.89,92.56058
93.88,92.60726
93.87,92.615
93.86,92.63741
93.85,92.67769
93.84,92.69076
93.83,92.72811
93.82,92.73478
93.81,92.78066
93.8,92.79453
93.79,92.8164
93.78,92.81934
93.77,92.81961
93.75,92.97459
93.72,92.97833
93.71,92.99887
93.7,93.01327
93.69,93.03728
93.68,93.06956
93.67,93.10557
93.66,93.11571
93.65,93.15252
93.64,93.18053
93.63,93.18747
93.62,93.23255
93.61,93.23282
93.6,93.25176
93.59,93.2835
93.58,93.30724
93.57,93.32005
93.56,93.32432
93.55,93.39821
93.54,93.39874
93.53,93.41021
93.52,93.43155
93.51,93.46517
93.5,93.48091
93.49,93.48491
93.48,93.53346
93.47,93.53452
93.46,93.56467
93.45,93.5716
93.44,93.60388
93.43,93.61935
93.42,93.6487
93.41,93.67938
93.4,93.70232
93.39,93.71886
93.38,93.7362
93.37,93.745
93.36,93.7458
93.33,93.87571
93.31,93.87598
93.3,93.88318
93.29,93.89679
93.28,93.92026
93.27,93.93947
93.26,93.97255
93.25,93.97841
93.24,94.00776
93.23,94.0235
93.22,94.05791
93.21,94.06324
93.2,94.08832
93.19,94.09019
93.18,94.13073
93.17,94.13794
93.16,94.15581
93.15,94.18489
93.14,94.20809
93.13,94.22383
93.12,94.2265
93.1,94.29239
93.09,94.29559
93.08,94.3116
93.07,94.33134
93.06,94.36655
93.05,94.36975
93.04,94.39003
93.03,94.39029
93.02,94.43271
93.01,94.44151
93,94.46178
92.99,94.46792
92.98,94.50313
92.97,94.5202
92.96,94.55115
92.95,94.55702
92.94,94.58076
92.93,94.6013
92.92,94.61544
92.91,94.63598
92.9,94.64665
92.89,94.64932
92.86,94.77923
92.83,94.78056
92.82,94.78376
92.81,94.79844
92.8,94.80884
92.79,94.82191
92.78,94.84619
92.77,94.8734
92.76,94.87873
92.75,94.90567
92.74,94.92008
92.73,94.94916
92.72,94.95636
92.71,94.97717
92.7,94.98784
92.69,94.9881
92.68,95.03185
92.67,95.03692
92.66,95.05666
92.65,95.08254
92.64,95.08654
92.63,95.10441
92.62,95.11935
92.61,95.12068
92.59,95.1815
92.58,95.18177
92.57,95.18764
92.56,95.19804
92.55,95.21672
92.54,95.24259
92.53,95.24499
92.52,95.2642
92.51,95.26713
92.5,95.31195
92.49,95.31542
92.48,95.32395
92.47,95.34903
92.46,95.34983
92.45,95.38051
92.44,95.39171
92.43,95.39385
92.42,95.41572
92.41,95.44906
92.4,95.45227
92.39,95.46881
92.38,95.48561
92.37,95.50615
92.36,95.51575
92.35,95.52109
92.34,95.52296
92.31,95.63233
92.27,95.63633
92.26,95.6438
92.25,95.65821
92.24,95.66701
92.23,95.68595
92.22,95.70542
92.21,95.72169
92.2,95.7273
92.19,95.75237
92.18,95.75424
92.17,95.76918
92.16,95.79105
92.14,95.79425
92.13,95.81373
92.12,95.81826
92.11,95.85507
92.09,95.86441
92.08,95.88202
92.07,95.88629
92.06,95.90736
92.05,95.9271
92.04,95.93777
92.03,95.94551
92.02,95.95137
92,96.00073
91.98,96.00633
91.97,96.0122
91.96,96.01967
91.95,96.04074
91.94,96.06048
91.93,96.06181
91.92,96.07382
91.91,96.08075
91.9,96.08102
91.89,96.11437
91.88,96.11623
91.87,96.1261
91.86,96.14718
91.85,96.15331
91.84,96.17385
91.83,96.17439
91.82,96.19119
91.81,96.19466
91.8,96.21573
91.79,96.22107
91.78,96.24481
91.77,96.24935
91.76,96.26962
91.75,96.28216
91.74,96.29843
91.73,96.30563
91.72,96.31364
91.71,96.31764
91.7,96.3179
91.67,96.41581
91.63,96.41741
91.62,96.42354
91.61,96.43101
91.6,96.44702
91.59,96.45769
91.58,96.47156
91.57,96.48943
91.56,96.49397
91.55,96.51397
91.54,96.51904
91.53,96.53611
91.52,96.53825
91.51,96.54919
91.5,96.55292
91.49,96.578
91.48,96.5812
91.47,96.58813
91.46,96.60387
91.45,96.61561
91.44,96.61668
91.43,96.65029
91.42,96.65055
91.41,96.66176
91.4,96.67563
91.39,96.68016
91.38,96.70257
91.37,96.70684
91.36,96.72098
91.35,96.73272
91.34,96.73965
91.33,96.74552
91.32,96.74579
91.3,96.78527
91.28,96.7898
91.27,96.7938
91.26,96.80341
91.25,96.81648
91.24,96.82128
91.23,96.83595
91.22,96.83969
91.21,96.85169
91.2,96.85729
91.19,96.86103
91.18,96.88984
91.16,96.89517
91.15,96.90451
91.14,96.92185
91.13,96.92638
91.12,96.92825
91.11,96.95013
91.1,96.95546
91.09,96.96773
91.08,96.96933
91.07,96.98721
91.06,96.99388
91.05,96.99414
91.04,97.01095
91.03,97.03015
91.02,97.03176
91.01,97.04456
91,97.0555
90.99,97.06217
90.98,97.07524
90.97,97.08324
90.96,97.08537
90.95,97.08591
90.91,97.17527
90.88,97.17554
90.87,97.17634
90.86,97.17821
90.85,97.18514
90.84,97.18941
90.83,97.20141
90.82,97.21102
90.81,97.21155
90.8,97.22782
90.79,97.24596
90.78,97.25023
90.77,97.2641
90.76,97.27211
90.75,97.27291
90.74,97.28785
90.73,97.29158
90.72,97.30012
90.71,97.30492
90.7,97.32172
90.69,97.32226
90.68,97.33026
90.67,97.34306
90.66,97.34333
90.65,97.35427
90.64,97.35534
90.63,97.38121
90.61,97.38148
90.6,97.39028
90.59,97.40122
90.58,97.40602
90.57,97.41936
90.56,97.42069
90.55,97.42603
90.54,97.43883
90.53,97.44737
90.52,97.4511
90.51,97.45484
90.5,97.4567
90.48,97.49485
90.45,97.49805
90.44,97.50205
90.43,97.51406
90.42,97.51486
90.41,97.525
90.4,97.529
90.38,97.54207
90.37,97.5458
90.36,97.55834
90.35,97.56608
90.34,97.56848
90.32,97.59249
90.31,97.59302
90.3,97.59835
90.29,97.61009
90.28,97.6237
90.27,97.62823
90.26,97.62957
90.25,97.62983
90.24,97.64664
90.23,97.65037
90.22,97.65864
90.21,97.66184
90.2,97.67625
90.19,97.67678
90.18,97.68372
90.17,97.68559
90.16,97.69919
90.15,97.70052
90.14,97.71066
90.13,97.71253
90.12,97.72427
90.11,97.72987
90.1,97.7392
90.09,97.74454
90.08,97.74934
90.07,97.75388
90.06,97.75681
90.05,97.75788
90.04,97.75841
90,97.83417
89.96,97.83497
89.95,97.83657
89.94,97.84031
89.93,97.84457
89.92,97.84884
89.91,97.85391
89.9,97.85898
89.89,97.86698
89.88,97.86805
89.87,97.87872
89.86,97.89179
89.84,97.89419
89.83,97.90326
89.82,97.90513
89.81,97.91233
89.8,97.92514
89.78,97.9278
89.77,97.93421
89.76,97.93847
89.75,97.93901
89.74,97.95661
89.73,97.95982
89.72,97.96302
89.71,97.97582
89.7,97.97689
89.69,97.98356
89.68,97.98836
89.67,97.98969
89.66,98.00863
89.64,98.00943
89.63,98.01263
89.62,98.01797
89.61,98.02811
89.6,98.03077
89.59,98.03104
89.58,98.04411
89.57,98.04731
89.56,98.04785
89.55,98.05505
89.54,98.05638
89.53,98.06412
89.52,98.07479
89.51,98.07719
89.5,98.07772
89.47,98.11
89.45,98.1108
89.44,98.114
89.43,98.118
89.42,98.12361
89.41,98.12947
89.4,98.13268
89.39,98.14521
89.38,98.14948
89.37,98.14975
89.36,98.16202
89.35,98.16229
89.34,98.16709
89.33,98.17696
89.32,98.18336
89.31,98.1871
89.29,98.20577
89.27,98.20684
89.26,98.2103
89.25,98.21644
89.24,98.21831
89.23,98.22658
89.22,98.23244
89.21,98.23351
89.2,98.23431
89.19,98.25005
89.17,98.25218
89.16,98.26099
89.15,98.26286
89.14,98.26312
89.13,98.27379
89.12,98.27459
89.11,98.27966
89.1,98.28099
89.09,98.29353
89.08,98.29673
89.07,98.29727
89.06,98.3058
89.05,98.3082
89.04,98.31647
89.03,98.31754
89.02,98.32794
89.01,98.33461
89,98.33942
88.99,98.34475
88.98,98.34795
88.97,98.35089
88.96,98.35302
88.95,98.35435
88.94,98.35542
88.89,98.41357
88.85,98.41384
88.84,98.41411
88.83,98.41544
88.82,98.41731
88.81,98.42078
88.8,98.42451
88.79,98.43251
88.78,98.43758
88.77,98.43785
88.76,98.44345
88.75,98.45199
88.74,98.45306
88.73,98.46026
88.72,98.46266
88.71,98.47493
88.7,98.48053
88.69,98.48107
88.68,98.49094
88.67,98.49147
88.66,98.49627
88.65,98.4984
88.64,98.51281
88.63,98.51308
88.62,98.51654
88.61,98.52375
88.6,98.52828
88.59,98.53042
88.58,98.53095
88.57,98.54589
88.56,98.54642
88.55,98.54936
88.54,98.55603
88.52,98.56349
88.51,98.57043
88.5,98.57443
88.49,98.57577
88.48,98.5763
88.46,98.59524
88.44,98.59657
88.43,98.59737
88.42,98.59977
88.41,98.60884
88.4,98.60964
88.39,98.61258
88.37,98.62272
88.36,98.62458
88.35,98.62805
88.34,98.62858
88.33,98.63712
88.32,98.63819
88.31,98.64566
88.3,98.64912
88.29,98.65206
88.28,98.65553
88.27,98.65579
88.26,98.65606
88.24,98.6822
88.2,98.68327
88.19,98.68674
88.18,98.69181
88.17,98.69607
88.16,98.70408
88.15,98.70621
88.14,98.71341
88.12,98.71822
88.11,98.71928
88.1,98.73102
88.08,98.73262
88.07,98.73555
88.06,98.74116
88.05,98.74169
88.04,98.74543
88.03,98.74756
88.02,98.74809
88,98.7657
87.98,98.76597
87.97,98.7673
87.96,98.77237
87.95,98.77824
87.94,98.77984
87.93,98.78624
87.92,98.78677
87.91,98.79024
87.9,98.79211
87.89,98.79264
87.88,98.80331
87.86,98.80411
87.85,98.80838
87.84,98.81558
87.83,98.81852
87.82,98.81905
87.8,98.82625
87.79,98.82759
87.78,98.83132
87.77,98.83239
87.76,98.83906
87.75,98.83932
87.74,98.84333
87.73,98.84439
87.72,98.85213
87.71,98.8524
87.7,98.85533
87.69,98.8612
87.68,98.86227
87.67,98.87
87.66,98.8708
87.65,98.87827
87.64,98.88174
87.63,98.88574
87.62,98.88814
87.61,98.89028
87.6,98.89268
87.59,98.89508
87.58,98.89588
87.57,98.89721
87.56,98.89748
87.5,98.93989
87.43,98.94069
87.42,98.94229
87.41,98.94336
87.4,98.9447
87.39,98.9471
87.38,98.95056
87.37,98.9527
87.36,98.95537
87.35,98.9559
87.34,98.9599
87.33,98.9607
87.32,98.96444
87.31,98.96604
87.3,98.9711
87.29,98.97271
87.27,98.97911
87.26,98.97937
87.25,98.98204
87.23,98.98978
87.22,98.99084
87.21,98.99405
87.2,98.99458
87.18,99.00312
87.17,99.00338
87.16,99.00498
87.15,99.00525
87.14,99.00952
87.13,99.01192
87.12,99.01325
87.1,99.02472
87.08,99.02499
87.07,99.02739
87.06,99.03193
87.05,99.03299
87.04,99.03566
87.03,99.03593
87.02,99.03753
87.01,99.0434
87,99.04633
86.99,99.04953
86.98,99.05033
86.96,99.06234
86.93,99.06287
86.92,99.0666
86.9,99.07167
86.89,99.07647
86.88,99.07728
86.87,99.07941
86.86,99.08128
86.84,99.09061
86.83,99.09088
86.82,99.09115
86.81,99.09488
86.8,99.09515
86.79,99.09968
86.78,99.10208
86.76,99.10742
86.75,99.11275
86.74,99.11302
86.73,99.11516
86.72,99.11596
86.71,99.11756
86.7,99.11782
86.67,99.13303
86.64,99.13329
86.63,99.13463
86.62,99.13623
86.61,99.1405
86.6,99.14263
86.59,99.14583
86.57,99.15037
86.55,99.15223
86.54,99.1605
86.52,99.16424
86.51,99.16477
86.5,99.16504
86.49,99.17358
86.47,99.17384
86.46,99.17464
86.45,99.17544
86.44,99.18024
86.43,99.18105
86.42,99.18318
86.41,99.18505
86.4,99.18585
86.39,99.18638
86.36,99.19945
86.34,99.20079
86.33,99.20185
86.32,99.20665
86.31,99.20692
86.3,99.21252
86.29,99.21359
86.27,99.21866
86.26,99.21919
86.25,99.22213
86.24,99.22266
86.23,99.22293
86.21,99.23173
86.19,99.23226
86.18,99.23333
86.17,99.23546
86.16,99.236
86.15,99.24053
86.14,99.2424
86.13,99.24267
86.11,99.25067
86.09,99.25147
86.08,99.25414
86.07,99.25494
86.06,99.25547
86.05,99.26027
86.03,99.26134
86.02,99.26294
86.01,99.26401
86,99.26988
85.99,99.27014
85.98,99.27094
85.97,99.27121
85.96,99.27601
85.95,99.27628
85.94,99.27761
85.93,99.27895
85.92,99.28268
85.91,99.28295
85.9,99.28535
85.88,99.28882
85.87,99.29122
85.86,99.29469
85.85,99.29522
85.84,99.29549
85.83,99.29815
85.82,99.29922
85.81,99.29975
85.8,99.30029
85.79,99.30055
85.71,99.32963
85.63,99.33043
85.62,99.3315
85.61,99.3331
85.6,99.33337
85.59,99.33497
85.58,99.3363
85.57,99.33763
85.56,99.3387
85.54,99.3427
85.53,99.34617
85.52,99.3467
85.51,99.34884
85.48,99.35284
85.47,99.35391
85.45,99.35791
85.44,99.36004
85.43,99.36031
85.42,99.36458
85.41,99.36484
85.4,99.36591
85.39,99.36698
85.38,99.36751
85.37,99.37311
85.34,99.37365
85.33,99.37525
85.32,99.37578
85.31,99.37711
85.29,99.38112
85.27,99.38138
85.26,99.38352
85.25,99.38725
85.23,99.38858
85.22,99.38939
85.21,99.39019
85.19,99.39819
85.16,99.39872
85.15,99.39952
85.14,99.40219
85.12,99.40352
85.11,99.40619
85.1,99.40646
85.09,99.40726
85.07,99.41126
85.06,99.41366
85.05,99.41553
85.04,99.41633
85,99.4262
84.98,99.42646
84.96,99.4278
84.95,99.42967
84.93,99.43287
84.92,99.43367
84.91,99.4382
84.9,99.43847
84.88,99.44007
84.87,99.44114
84.85,99.44701
84.83,99.44727
84.82,99.44781
84.81,99.44861
84.8,99.44967
84.78,99.45207
84.76,99.45287
84.75,99.45608
84.73,99.45661
84.72,99.46114
84.71,99.46434
84.7,99.46488
84.69,99.46701
84.68,99.46781
84.67,99.46915
84.66,99.47021
84.62,99.48542
84.56,99.48622
84.55,99.48702
84.54,99.48729
84.52,99.48995
84.51,99.49129
84.5,99.49182
84.48,99.49422
84.47,99.49529
84.46,99.49556
84.44,99.49956
84.43,99.50036
84.42,99.50169
84.4,99.50356
84.39,99.50383
84.38,99.51076
84.35,99.51156
84.34,99.51316
84.31,99.51556
84.3,99.5161
84.29,99.5193
84.27,99.52036
84.26,99.52197
84.25,99.52277
84.23,99.52303
84.21,99.53477
84.18,99.5353
84.17,99.5361
84.16,99.53717
84.15,99.5385
84.14,99.53877
84.13,99.54171
84.12,99.54197
84.11,99.54277
84.09,99.54784
84.07,99.54837
84.06,99.55024
84.04,99.55211
84.03,99.55264
84.02,99.55291
84,99.55931
83.97,99.56038
83.96,99.56171
83.95,99.56358
83.94,99.56385
83.93,99.56731
83.92,99.56758
83.91,99.56865
83.9,99.56918
83.89,99.56945
83.87,99.57212
83.85,99.57318
83.84,99.57452
83.82,99.57718
83.81,99.57798
83.8,99.57905
83.78,99.58305
83.77,99.58385
83.76,99.58492
83.75,99.58705
83.74,99.58732
83.72,99.59106
83.7,99.59239
83.69,99.59266
83.67,99.59746
83.64,99.60066
83.63,99.60093
83.62,99.60146
83.61,99.60519
83.59,99.60546
83.58,99.6076
83.57,99.60786
83.56,99.6092
83.54,99.61026
83.53,99.61133
83.52,99.6124
83.51,99.6132
83.5,99.61426
83.48,99.61506
83.47,99.61533
83.46,99.61693
83.45,99.61773
83.44,99.61827
83.43,99.61853
83.41,99.6188
83.33,99.63454
83.25,99.6348
83.24,99.63534
83.22,99.63587
83.21,99.63667
83.2,99.63694
83.19,99.63827
83.18,99.63881
83.17,99.63907
83.16,99.63934
83.15,99.64067
83.13,99.64147
83.12,99.64227
83.1,99.64414
83.09,99.64441
83.08,99.64654
83.06,99.64734
83.05,99.65054
83.04,99.65081
83.03,99.65134
83.02,99.65401
83.01,99.65428
83,99.65508
82.99,99.65535
82.98,99.65828
82.96,99.65881
82.95,99.66068
82.93,99.66308
82.89,99.66361
82.88,99.66388
82.86,99.66655
82.83,99.66708
82.82,99.66735
82.81,99.66948
82.8,99.66975
82.78,99.67002
82.76,99.67322
82.74,99.67349
82.73,99.67375
82.72,99.67535
82.71,99.67562
82.69,99.67722
82.67,99.67802
82.64,99.67855
82.61,99.68282
82.58,99.68389
82.56,99.68442
82.55,99.68469
82.54,99.68709
82.52,99.68789
82.5,99.69082
82.47,99.69162
82.46,99.69349
82.44,99.69376
82.43,99.69483
82.42,99.69536
82.41,99.69563
82.35,99.70123
82.32,99.70149
82.29,99.70176
82.28,99.70256
82.27,99.70283
82.26,99.7047
82.24,99.70523
82.22,99.70763
82.2,99.7079
82.19,99.70843
82.18,99.7087
82.14,99.71217
82.12,99.71243
82.11,99.71403
82.09,99.7151
82.08,99.71563
82.05,99.71857
82.02,99.71937
82.01,99.71963
82,99.72284
81.97,99.72364
81.95,99.72417
81.94,99.72524
81.93,99.72577
81.91,99.7263
81.9,99.7279
81.88,99.72817
81.82,99.73537
81.76,99.73591
81.75,99.73617
81.74,99.73697
81.73,99.73724
81.72,99.73804
81.71,99.73857
81.7,99.73884
81.69,99.73964
81.67,99.74178
81.66,99.74231
81.65,99.74311
81.63,99.74444
81.62,99.74471
81.61,99.74524
81.58,99.74764
81.55,99.74898
81.54,99.75111
81.52,99.75165
81.48,99.75458
81.46,99.75485
81.45,99.75538
81.44,99.75591
81.43,99.75645
81.42,99.75725
81.4,99.75831
81.37,99.75938
81.36,99.76152
81.33,99.76205
81.32,99.76232
81.29,99.76312
81.28,99.76365
81.25,99.76845
81.22,99.76872
81.21,99.76899
81.18,99.76979
81.16,99.77139
81.15,99.77165
81.13,99.77432
81.12,99.77459
81.1,99.77485
81.08,99.77645
81.05,99.77672
81.03,99.77886
81.01,99.78046
81,99.78072
80.99,99.78099
80.95,99.78659
80.88,99.78819
80.87,99.78873
80.86,99.78899
80.85,99.79166
80.82,99.79219
80.81,99.79273
80.77,99.79726
80.74,99.79753
80.72,99.79806
80.7,99.79913
80.68,99.79993
80.66,99.8002
80.65,99.80153
80.61,99.8018
80.6,99.80233
80.58,99.80286
80.56,99.80366
80.53,99.80393
80.52,99.80526
